NE Name,fdn,BT,LGCAPPTYPE,MOIndex,RED,SN,SRN,SSN,STATUS,className,name,neID
FTBSC02,"NE=280,BRD=1_0_3",XPUB,RGCP,26_0_1_3,YES,1,0,3,UNINH,BSC6900GSMBRD,"Slot No.=1, Subrack No=0, Subsystem No.=3",26
FTBSC02,"NE=280,BRD=1_0_4",XPUB,RGCP,26_0_1_4,YES,1,0,4,UNINH,BSC6900GSMBRD,"Slot No.=1, Subrack No=0, Subsystem No.=4",26
FTBSC02,"NE=280,BRD=1_0_5",XPUB,RGCP,26_0_1_5,YES,1,0,5,UNINH,BSC6900GSMBRD,"Slot No.=1, Subrack No=0, Subsystem No.=5",26
FTBSC02,"NE=280,BRD=1_0_6",XPUB,RGCP,26_0_1_6,YES,1,0,6,UNINH,BSC6900GSMBRD,"Slot No.=1, Subrack No=0, Subsystem No.=6",26
FTBSC02,"NE=280,BRD=1_0_7",XPUB,RGCP,26_0_1_7,YES,1,0,7,UNINH,BSC6900GSMBRD,"Slot No.=1, Subrack No=0, Subsystem No.=7",26
FTBSC02,"NE=280,BRD=2_0_0",XPUB,GCP,26_0_2_0,YES,2,0,0,UNINH,BSC6900GSMBRD,"Slot No.=2, Subrack No=0, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=2_0_1",XPUB,GCP,26_0_2_1,YES,2,0,1,UNINH,BSC6900GSMBRD,"Slot No.=2, Subrack No=0, Subsystem No.=1",26
FTBSC02,"NE=280,BRD=2_0_2",XPUB,GCP,26_0_2_2,YES,2,0,2,UNINH,BSC6900GSMBRD,"Slot No.=2, Subrack No=0, Subsystem No.=2",26
FTBSC02,"NE=280,BRD=2_0_3",XPUB,GCP,26_0_2_3,YES,2,0,3,UNINH,BSC6900GSMBRD,"Slot No.=2, Subrack No=0, Subsystem No.=3",26
FTBSC02,"NE=280,BRD=2_0_4",XPUB,GCP,26_0_2_4,YES,2,0,4,UNINH,BSC6900GSMBRD,"Slot No.=2, Subrack No=0, Subsystem No.=4",26
FTBSC02,"NE=280,BRD=2_0_5",XPUB,GCP,26_0_2_5,YES,2,0,5,UNINH,BSC6900GSMBRD,"Slot No.=2, Subrack No=0, Subsystem No.=5",26
FTBSC02,"NE=280,BRD=2_0_6",XPUB,GCP,26_0_2_6,YES,2,0,6,UNINH,BSC6900GSMBRD,"Slot No.=2, Subrack No=0, Subsystem No.=6",26
FTBSC02,"NE=280,BRD=2_0_7",XPUB,GCP,26_0_2_7,YES,2,0,7,UNINH,BSC6900GSMBRD,"Slot No.=2, Subrack No=0, Subsystem No.=7",26
FTBSC02,"NE=280,BRD=3_0_0",XPUB,GCP,26_0_3_0,YES,3,0,0,UNINH,BSC6900GSMBRD,"Slot No.=3, Subrack No=0, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=3_0_1",XPUB,GCP,26_0_3_1,YES,3,0,1,UNINH,BSC6900GSMBRD,"Slot No.=3, Subrack No=0, Subsystem No.=1",26
FTBSC02,"NE=280,BRD=3_0_2",XPUB,GCP,26_0_3_2,YES,3,0,2,UNINH,BSC6900GSMBRD,"Slot No.=3, Subrack No=0, Subsystem No.=2",26
FTBSC02,"NE=280,BRD=3_0_3",XPUB,GCP,26_0_3_3,YES,3,0,3,UNINH,BSC6900GSMBRD,"Slot No.=3, Subrack No=0, Subsystem No.=3",26
FTBSC02,"NE=280,BRD=3_0_4",XPUB,GCP,26_0_3_4,YES,3,0,4,UNINH,BSC6900GSMBRD,"Slot No.=3, Subrack No=0, Subsystem No.=4",26
FTBSC02,"NE=280,BRD=3_0_5",XPUB,GCP,26_0_3_5,YES,3,0,5,UNINH,BSC6900GSMBRD,"Slot No.=3, Subrack No=0, Subsystem No.=5",26
FTBSC02,"NE=280,BRD=3_0_6",XPUB,GCP,26_0_3_6,YES,3,0,6,UNINH,BSC6900GSMBRD,"Slot No.=3, Subrack No=0, Subsystem No.=6",26
FTBSC02,"NE=280,BRD=3_0_7",XPUB,GCP,26_0_3_7,YES,3,0,7,UNINH,BSC6900GSMBRD,"Slot No.=3, Subrack No=0, Subsystem No.=7",26
FTBSC02,"NE=280,BRD=4_0_0",TNUA,TDM_SWITCHING,26_0_4_0,YES,4,0,0,UNINH,BSC6900GSMBRD,"Slot No.=4, Subrack No=0, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=5_0_0",TNUA,TDM_SWITCHING,26_0_5_0,YES,5,0,0,UNINH,BSC6900GSMBRD,"Slot No.=5, Subrack No=0, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=6_0_0",SCUB,MAC_SWITCHING,26_0_6_0,YES,6,0,0,UNINH,BSC6900GSMBRD,"Slot No.=6, Subrack No=0, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=7_0_0",SCUB,MAC_SWITCHING,26_0_7_0,YES,7,0,0,UNINH,BSC6900GSMBRD,"Slot No.=7, Subrack No=0, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=8_0_0",DPUF,GTC,26_0_8_0,NO,8,0,0,UNINH,BSC6900GSMBRD,"Slot No.=8, Subrack No=0, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=9_0_0",DPUF,GTC,26_0_9_0,NO,9,0,0,UNINH,BSC6900GSMBRD,"Slot No.=9, Subrack No=0, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=10_0_0",DPUF,GTC,26_0_10_0,NO,10,0,0,UNINH,BSC6900GSMBRD,"Slot No.=10, Subrack No=0, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=11_0_0",DPUF,GTC,26_0_11_0,NO,11,0,0,UNINH,BSC6900GSMBRD,"Slot No.=11, Subrack No=0, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=12_0_0",GCUA,CLOCK,26_0_12_0,YES,12,0,0,UNINH,BSC6900GSMBRD,"Slot No.=12, Subrack No=0, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=13_0_0",GCUA,CLOCK,26_0_13_0,YES,13,0,0,UNINH,BSC6900GSMBRD,"Slot No.=13, Subrack No=0, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=14_0_0",POUC,TDM,26_0_14_0,YES,14,0,0,UNINH,BSC6900GSMBRD,"Slot No.=14, Subrack No=0, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=14_0_1",POUC,TDM,26_0_14_1,YES,14,0,1,UNINH,BSC6900GSMBRD,"Slot No.=14, Subrack No=0, Subsystem No.=1",26
FTBSC02,"NE=280,BRD=15_0_0",POUC,TDM,26_0_15_0,YES,15,0,0,UNINH,BSC6900GSMBRD,"Slot No.=15, Subrack No=0, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=15_0_1",POUC,TDM,26_0_15_1,YES,15,0,1,UNINH,BSC6900GSMBRD,"Slot No.=15, Subrack No=0, Subsystem No.=1",26
FTBSC02,"NE=280,BRD=16_0_0",POUC,TDM,26_0_16_0,YES,16,0,0,UNINH,BSC6900GSMBRD,"Slot No.=16, Subrack No=0, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=16_0_1",POUC,TDM,26_0_16_1,YES,16,0,1,UNINH,BSC6900GSMBRD,"Slot No.=16, Subrack No=0, Subsystem No.=1",26
FTBSC02,"NE=280,BRD=17_0_0",POUC,TDM,26_0_17_0,YES,17,0,0,UNINH,BSC6900GSMBRD,"Slot No.=17, Subrack No=0, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=17_0_1",POUC,TDM,26_0_17_1,YES,17,0,1,UNINH,BSC6900GSMBRD,"Slot No.=17, Subrack No=0, Subsystem No.=1",26
FTBSC02,"NE=280,BRD=18_0_0",XPUC,GCP,26_0_18_0,YES,18,0,0,UNINH,BSC6900GSMBRD,"Slot No.=18, Subrack No=0, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=18_0_1",XPUC,GCP,26_0_18_1,YES,18,0,1,UNINH,BSC6900GSMBRD,"Slot No.=18, Subrack No=0, Subsystem No.=1",26
FTBSC02,"NE=280,BRD=19_0_0",XPUC,GCP,26_0_19_0,YES,19,0,0,UNINH,BSC6900GSMBRD,"Slot No.=19, Subrack No=0, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=19_0_1",XPUC,GCP,26_0_19_1,YES,19,0,1,UNINH,BSC6900GSMBRD,"Slot No.=19, Subrack No=0, Subsystem No.=1",26
FTBSC02,"NE=280,BRD=20_0_0",EIUA,ABIS_TDM,26_0_20_0,YES,20,0,0,UNINH,BSC6900GSMBRD,"Slot No.=20, Subrack No=0, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=21_0_0",EIUA,ABIS_TDM,26_0_21_0,YES,21,0,0,UNINH,BSC6900GSMBRD,"Slot No.=21, Subrack No=0, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=22_0_0",FG2C,IP,26_0_22_0,YES,22,0,0,UNINH,BSC6900GSMBRD,"Slot No.=22, Subrack No=0, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=22_0_1",FG2C,IP,26_0_22_1,YES,22,0,1,UNINH,BSC6900GSMBRD,"Slot No.=22, Subrack No=0, Subsystem No.=1",26
FTBSC02,"NE=280,BRD=23_0_0",FG2C,IP,26_0_23_0,YES,23,0,0,UNINH,BSC6900GSMBRD,"Slot No.=23, Subrack No=0, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=23_0_1",FG2C,IP,26_0_23_1,YES,23,0,1,UNINH,BSC6900GSMBRD,"Slot No.=23, Subrack No=0, Subsystem No.=1",26
FTBSC02,"NE=280,BRD=0_1_0",XPUB,RGCP,26_1_0_0,YES,0,1,0,UNINH,BSC6900GSMBRD,"Slot No.=0, Subrack No=1, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=0_1_1",XPUB,RGCP,26_1_0_1,YES,0,1,1,UNINH,BSC6900GSMBRD,"Slot No.=0, Subrack No=1, Subsystem No.=1",26
FTBSC02,"NE=280,BRD=0_1_2",XPUB,RGCP,26_1_0_2,YES,0,1,2,UNINH,BSC6900GSMBRD,"Slot No.=0, Subrack No=1, Subsystem No.=2",26
FTBSC02,"NE=280,BRD=0_1_3",XPUB,RGCP,26_1_0_3,YES,0,1,3,UNINH,BSC6900GSMBRD,"Slot No.=0, Subrack No=1, Subsystem No.=3",26
FTBSC02,"NE=280,BRD=0_1_4",XPUB,RGCP,26_1_0_4,YES,0,1,4,UNINH,BSC6900GSMBRD,"Slot No.=0, Subrack No=1, Subsystem No.=4",26
FTBSC02,"NE=280,BRD=0_1_5",XPUB,RGCP,26_1_0_5,YES,0,1,5,UNINH,BSC6900GSMBRD,"Slot No.=0, Subrack No=1, Subsystem No.=5",26
FTBSC02,"NE=280,BRD=0_1_6",XPUB,RGCP,26_1_0_6,YES,0,1,6,UNINH,BSC6900GSMBRD,"Slot No.=0, Subrack No=1, Subsystem No.=6",26
FTBSC02,"NE=280,BRD=0_1_7",XPUB,RGCP,26_1_0_7,YES,0,1,7,UNINH,BSC6900GSMBRD,"Slot No.=0, Subrack No=1, Subsystem No.=7",26
FTBSC02,"NE=280,BRD=1_1_0",XPUB,RGCP,26_1_1_0,YES,1,1,0,UNINH,BSC6900GSMBRD,"Slot No.=1, Subrack No=1, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=1_1_1",XPUB,RGCP,26_1_1_1,YES,1,1,1,UNINH,BSC6900GSMBRD,"Slot No.=1, Subrack No=1, Subsystem No.=1",26
FTBSC02,"NE=280,BRD=1_1_2",XPUB,RGCP,26_1_1_2,YES,1,1,2,UNINH,BSC6900GSMBRD,"Slot No.=1, Subrack No=1, Subsystem No.=2",26
FTBSC02,"NE=280,BRD=1_1_3",XPUB,RGCP,26_1_1_3,YES,1,1,3,UNINH,BSC6900GSMBRD,"Slot No.=1, Subrack No=1, Subsystem No.=3",26
FTBSC02,"NE=280,BRD=1_1_4",XPUB,RGCP,26_1_1_4,YES,1,1,4,UNINH,BSC6900GSMBRD,"Slot No.=1, Subrack No=1, Subsystem No.=4",26
FTBSC02,"NE=280,BRD=1_1_5",XPUB,RGCP,26_1_1_5,YES,1,1,5,UNINH,BSC6900GSMBRD,"Slot No.=1, Subrack No=1, Subsystem No.=5",26
FTBSC02,"NE=280,BRD=1_1_6",XPUB,RGCP,26_1_1_6,YES,1,1,6,UNINH,BSC6900GSMBRD,"Slot No.=1, Subrack No=1, Subsystem No.=6",26
FTBSC02,"NE=280,BRD=1_1_7",XPUB,RGCP,26_1_1_7,YES,1,1,7,UNINH,BSC6900GSMBRD,"Slot No.=1, Subrack No=1, Subsystem No.=7",26
FTBSC02,"NE=280,BRD=4_1_0",TNUA,TDM_SWITCHING,26_1_4_0,YES,4,1,0,UNINH,BSC6900GSMBRD,"Slot No.=4, Subrack No=1, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=5_1_0",TNUA,TDM_SWITCHING,26_1_5_0,YES,5,1,0,UNINH,BSC6900GSMBRD,"Slot No.=5, Subrack No=1, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=6_1_0",SCUB,MAC_SWITCHING,26_1_6_0,YES,6,1,0,UNINH,BSC6900GSMBRD,"Slot No.=6, Subrack No=1, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=7_1_0",SCUB,MAC_SWITCHING,26_1_7_0,YES,7,1,0,UNINH,BSC6900GSMBRD,"Slot No.=7, Subrack No=1, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=8_1_0",DPUF,GTC,26_1_8_0,NO,8,1,0,UNINH,BSC6900GSMBRD,"Slot No.=8, Subrack No=1, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=9_1_0",DPUF,GTC,26_1_9_0,NO,9,1,0,UNINH,BSC6900GSMBRD,"Slot No.=9, Subrack No=1, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=10_1_0",DPUF,GTC,26_1_10_0,NO,10,1,0,UNINH,BSC6900GSMBRD,"Slot No.=10, Subrack No=1, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=11_1_0",DPUF,GTC,26_1_11_0,NO,11,1,0,UNINH,BSC6900GSMBRD,"Slot No.=11, Subrack No=1, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=12_1_0",DPUG,GPCU,26_1_12_0,NO,12,1,0,UNINH,BSC6900GSMBRD,"Slot No.=12, Subrack No=1, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=13_1_0",DPUG,GPCU,26_1_13_0,NO,13,1,0,UNINH,BSC6900GSMBRD,"Slot No.=13, Subrack No=1, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=14_1_0",POUC,TDM,26_1_14_0,NO,14,1,0,UNINH,BSC6900GSMBRD,"Slot No.=14, Subrack No=1, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=14_1_1",POUC,TDM,26_1_14_1,NO,14,1,1,UNINH,BSC6900GSMBRD,"Slot No.=14, Subrack No=1, Subsystem No.=1",26
FTBSC02,"NE=280,BRD=15_1_0",POUC,TDM,26_1_15_0,NO,15,1,0,UNINH,BSC6900GSMBRD,"Slot No.=15, Subrack No=1, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=15_1_1",POUC,TDM,26_1_15_1,NO,15,1,1,UNINH,BSC6900GSMBRD,"Slot No.=15, Subrack No=1, Subsystem No.=1",26
FTBSC02,"NE=280,BRD=16_1_0",XPUC,GCP,26_1_16_0,YES,16,1,0,UNINH,BSC6900GSMBRD,"Slot No.=16, Subrack No=1, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=16_1_1",XPUC,GCP,26_1_16_1,YES,16,1,1,UNINH,BSC6900GSMBRD,"Slot No.=16, Subrack No=1, Subsystem No.=1",26
FTBSC02,"NE=280,BRD=17_1_0",XPUC,GCP,26_1_17_0,YES,17,1,0,UNINH,BSC6900GSMBRD,"Slot No.=17, Subrack No=1, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=17_1_1",XPUC,GCP,26_1_17_1,YES,17,1,1,UNINH,BSC6900GSMBRD,"Slot No.=17, Subrack No=1, Subsystem No.=1",26
FTBSC02,"NE=280,BRD=22_1_0",FG2C,IP,26_1_22_0,YES,22,1,0,UNINH,BSC6900GSMBRD,"Slot No.=22, Subrack No=1, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=22_1_1",FG2C,IP,26_1_22_1,YES,22,1,1,UNINH,BSC6900GSMBRD,"Slot No.=22, Subrack No=1, Subsystem No.=1",26
FTBSC02,"NE=280,BRD=23_1_0",FG2C,IP,26_1_23_0,YES,23,1,0,UNINH,BSC6900GSMBRD,"Slot No.=23, Subrack No=1, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=23_1_1",FG2C,IP,26_1_23_1,YES,23,1,1,UNINH,BSC6900GSMBRD,"Slot No.=23, Subrack No=1, Subsystem No.=1",26
FTBSC02,"NE=280,BRD=24_1_0",FG2C,IP,26_1_24_0,YES,24,1,0,UNINH,BSC6900GSMBRD,"Slot No.=24, Subrack No=1, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=24_1_1",FG2C,IP,26_1_24_1,YES,24,1,1,UNINH,BSC6900GSMBRD,"Slot No.=24, Subrack No=1, Subsystem No.=1",26
FTBSC02,"NE=280,BRD=25_1_0",FG2C,IP,26_1_25_0,YES,25,1,0,UNINH,BSC6900GSMBRD,"Slot No.=25, Subrack No=1, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=25_1_1",FG2C,IP,26_1_25_1,YES,25,1,1,UNINH,BSC6900GSMBRD,"Slot No.=25, Subrack No=1, Subsystem No.=1",26
FTBSC02,"NE=280,BRD=20_1_0",DPUF,GTC,26_1_20_0,NO,20,1,0,UNINH,BSC6900GSMBRD,"Slot No.=20, Subrack No=1, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=0_2_0",XPUB,RGCP,26_2_0_0,YES,0,2,0,UNINH,BSC6900GSMBRD,"Slot No.=0, Subrack No=2, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=0_2_1",XPUB,RGCP,26_2_0_1,YES,0,2,1,UNINH,BSC6900GSMBRD,"Slot No.=0, Subrack No=2, Subsystem No.=1",26
FTBSC02,"NE=280,BRD=0_2_2",XPUB,RGCP,26_2_0_2,YES,0,2,2,UNINH,BSC6900GSMBRD,"Slot No.=0, Subrack No=2, Subsystem No.=2",26
FTBSC02,"NE=280,BRD=0_2_3",XPUB,RGCP,26_2_0_3,YES,0,2,3,UNINH,BSC6900GSMBRD,"Slot No.=0, Subrack No=2, Subsystem No.=3",26
FTBSC02,"NE=280,BRD=0_2_4",XPUB,RGCP,26_2_0_4,YES,0,2,4,UNINH,BSC6900GSMBRD,"Slot No.=0, Subrack No=2, Subsystem No.=4",26
FTBSC02,"NE=280,BRD=0_2_5",XPUB,RGCP,26_2_0_5,YES,0,2,5,UNINH,BSC6900GSMBRD,"Slot No.=0, Subrack No=2, Subsystem No.=5",26
FTBSC02,"NE=280,BRD=6_2_0",SCUB,MAC_SWITCHING,26_2_6_0,YES,6,2,0,UNINH,BSC6900GSMBRD,"Slot No.=6, Subrack No=2, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=7_2_0",SCUB,MAC_SWITCHING,26_2_7_0,YES,7,2,0,UNINH,BSC6900GSMBRD,"Slot No.=7, Subrack No=2, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=0_2_6",XPUB,RGCP,26_2_0_6,YES,0,2,6,UNINH,BSC6900GSMBRD,"Slot No.=0, Subrack No=2, Subsystem No.=6",26
FTBSC02,"NE=280,BRD=0_2_7",XPUB,RGCP,26_2_0_7,YES,0,2,7,UNINH,BSC6900GSMBRD,"Slot No.=0, Subrack No=2, Subsystem No.=7",26
FTBSC02,"NE=280,BRD=1_2_0",XPUB,RGCP,26_2_1_0,YES,1,2,0,UNINH,BSC6900GSMBRD,"Slot No.=1, Subrack No=2, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=1_2_1",XPUB,RGCP,26_2_1_1,YES,1,2,1,UNINH,BSC6900GSMBRD,"Slot No.=1, Subrack No=2, Subsystem No.=1",26
FTBSC02,"NE=280,BRD=1_2_2",XPUB,RGCP,26_2_1_2,YES,1,2,2,UNINH,BSC6900GSMBRD,"Slot No.=1, Subrack No=2, Subsystem No.=2",26
FTBSC02,"NE=280,BRD=1_2_3",XPUB,RGCP,26_2_1_3,YES,1,2,3,UNINH,BSC6900GSMBRD,"Slot No.=1, Subrack No=2, Subsystem No.=3",26
FTBSC02,"NE=280,BRD=2_2_0",XPUB,GCP,26_2_2_0,YES,2,2,0,UNINH,BSC6900GSMBRD,"Slot No.=2, Subrack No=2, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=2_2_1",XPUB,GCP,26_2_2_1,YES,2,2,1,UNINH,BSC6900GSMBRD,"Slot No.=2, Subrack No=2, Subsystem No.=1",26
FTBSC02,"NE=280,BRD=2_2_2",XPUB,GCP,26_2_2_2,YES,2,2,2,UNINH,BSC6900GSMBRD,"Slot No.=2, Subrack No=2, Subsystem No.=2",26
FTBSC02,"NE=280,BRD=2_2_3",XPUB,GCP,26_2_2_3,YES,2,2,3,UNINH,BSC6900GSMBRD,"Slot No.=2, Subrack No=2, Subsystem No.=3",26
FTBSC02,"NE=280,BRD=2_2_4",XPUB,GCP,26_2_2_4,YES,2,2,4,UNINH,BSC6900GSMBRD,"Slot No.=2, Subrack No=2, Subsystem No.=4",26
FTBSC02,"NE=280,BRD=2_2_5",XPUB,GCP,26_2_2_5,YES,2,2,5,UNINH,BSC6900GSMBRD,"Slot No.=2, Subrack No=2, Subsystem No.=5",26
FTBSC02,"NE=280,BRD=2_2_6",XPUB,GCP,26_2_2_6,YES,2,2,6,UNINH,BSC6900GSMBRD,"Slot No.=2, Subrack No=2, Subsystem No.=6",26
FTBSC02,"NE=280,BRD=2_2_7",XPUB,GCP,26_2_2_7,YES,2,2,7,UNINH,BSC6900GSMBRD,"Slot No.=2, Subrack No=2, Subsystem No.=7",26
FTBSC02,"NE=280,BRD=3_2_0",XPUB,GCP,26_2_3_0,YES,3,2,0,UNINH,BSC6900GSMBRD,"Slot No.=3, Subrack No=2, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=3_2_1",XPUB,GCP,26_2_3_1,YES,3,2,1,UNINH,BSC6900GSMBRD,"Slot No.=3, Subrack No=2, Subsystem No.=1",26
FTBSC02,"NE=280,BRD=3_2_2",XPUB,GCP,26_2_3_2,YES,3,2,2,UNINH,BSC6900GSMBRD,"Slot No.=3, Subrack No=2, Subsystem No.=2",26
FTBSC02,"NE=280,BRD=3_2_3",XPUB,GCP,26_2_3_3,YES,3,2,3,UNINH,BSC6900GSMBRD,"Slot No.=3, Subrack No=2, Subsystem No.=3",26
FTBSC02,"NE=280,BRD=3_2_4",XPUB,GCP,26_2_3_4,YES,3,2,4,UNINH,BSC6900GSMBRD,"Slot No.=3, Subrack No=2, Subsystem No.=4",26
FTBSC02,"NE=280,BRD=3_2_5",XPUB,GCP,26_2_3_5,YES,3,2,5,UNINH,BSC6900GSMBRD,"Slot No.=3, Subrack No=2, Subsystem No.=5",26
FTBSC02,"NE=280,BRD=3_2_6",XPUB,GCP,26_2_3_6,YES,3,2,6,UNINH,BSC6900GSMBRD,"Slot No.=3, Subrack No=2, Subsystem No.=6",26
FTBSC02,"NE=280,BRD=3_2_7",XPUB,GCP,26_2_3_7,YES,3,2,7,UNINH,BSC6900GSMBRD,"Slot No.=3, Subrack No=2, Subsystem No.=7",26
FTBSC02,"NE=280,BRD=4_2_0",TNUA,TDM_SWITCHING,26_2_4_0,YES,4,2,0,UNINH,BSC6900GSMBRD,"Slot No.=4, Subrack No=2, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=5_2_0",TNUA,TDM_SWITCHING,26_2_5_0,YES,5,2,0,UNINH,BSC6900GSMBRD,"Slot No.=5, Subrack No=2, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=8_2_0",DPUF,GTC,26_2_8_0,NO,8,2,0,UNINH,BSC6900GSMBRD,"Slot No.=8, Subrack No=2, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=9_2_0",DPUF,GTC,26_2_9_0,NO,9,2,0,UNINH,BSC6900GSMBRD,"Slot No.=9, Subrack No=2, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=20_2_0",POUC,TDM,26_2_20_0,NO,20,2,0,UNINH,BSC6900GSMBRD,"Slot No.=20, Subrack No=2, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=20_2_1",POUC,TDM,26_2_20_1,NO,20,2,1,UNINH,BSC6900GSMBRD,"Slot No.=20, Subrack No=2, Subsystem No.=1",26
FTBSC02,"NE=280,BRD=21_2_0",POUC,TDM,26_2_21_0,NO,21,2,0,UNINH,BSC6900GSMBRD,"Slot No.=21, Subrack No=2, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=21_2_1",POUC,TDM,26_2_21_1,NO,21,2,1,UNINH,BSC6900GSMBRD,"Slot No.=21, Subrack No=2, Subsystem No.=1",26
FTBSC02,"NE=280,BRD=1_2_4",XPUB,RGCP,26_2_1_4,YES,1,2,4,UNINH,BSC6900GSMBRD,"Slot No.=1, Subrack No=2, Subsystem No.=4",26
FTBSC02,"NE=280,BRD=1_2_5",XPUB,RGCP,26_2_1_5,YES,1,2,5,UNINH,BSC6900GSMBRD,"Slot No.=1, Subrack No=2, Subsystem No.=5",26
FTBSC02,"NE=280,BRD=1_2_6",XPUB,RGCP,26_2_1_6,YES,1,2,6,UNINH,BSC6900GSMBRD,"Slot No.=1, Subrack No=2, Subsystem No.=6",26
