vendor,table_name,table_id,counter_name,counter_name_alias,counter_id,counter_description,counter_unit,aggregation,enabled,enable_for_parser_module,mapped_object_id,tables_in_database,mapped_object_name,is_archived,busy_hour_aggregation,busy_hour_formula,busy_hour_column,aggregation_in_upper,functionsubsetid,object_aggregation,counter_technology,table_technology
Nokia,Traffic,1,TCH_HALF_SEIZ_INT_HO_CH_RATE,HALF TCH SEIZ INT HO CH RATE,001117,Number of successful HR TCH seizures for an internal HO when the channel rate changes.  Counters 001008 and 001107 are updated along with this counter.,Integer number,sum,0,1,203,,"2G : BSC-BCF-BTS,SEG,TTP",,,,,SUM,,SUM,,
Nokia,Traffic,1,TCH_ENDED_DUE_TRANSC_FR_RATE2,ENDED DUE TRANSC FR RATE 2,001128,Number of radio TCH transactions that are ended because of a transcoder failure when speech FR version 2 is in use.,Integer number,sum,0,1,203,,"2G : BSC-BCF-BTS,SEG,TTP",,,,,SUM,,SUM,,
Nokia,Traffic,1,TCH_ENDED_DUE_TRANSC_FR_RATE3,ENDED DUE TRANSC FR RATE 3,001129,Number of radio TCH transactions that are ended because of a transcoder failure when speech FR version 3 is in use.,Integer number,sum,0,1,203,,"2G : BSC-BCF-BTS,SEG,TTP",,,,,SUM,,SUM,,
Nokia,Traffic,1,TCH_ENDED_DUE_TRANSC_HR_RATE1,ENDED DUE TRANSC HR RATE 1,001130,Number of radio TCH transactions that are ended because of a transcoder failure when speech HR version 1 is in use.,Integer number,sum,0,1,203,,"2G : BSC-BCF-BTS,SEG,TTP",,,,,SUM,,SUM,,
Nokia,Traffic,1,TCH_ENDED_DUE_TRANSC_HR_RATE2,ENDED DUE TRANSC HR RATE 2,001131,Number of radio TCH transactions that are ended because of a transcoder failure when speech HR version 2 is in use.,Integer number,sum,0,1,203,,"2G : BSC-BCF-BTS,SEG,TTP",,,,,SUM,,SUM,,
Nokia,Traffic,1,TCH_ENDED_DUE_TRANSC_HR_RATE3,ENDED DUE TRANSC HR RATE 3,001132,Number of radio TCH transactions that are ended because of a transcoder failure when speech HR version 3 is in use.,Integer number,sum,0,1,203,,"2G : BSC-BCF-BTS,SEG,TTP",,,,,SUM,,SUM,,
Nokia,Traffic,1,TCH_HALF_TR_FAIL,HALF TCH TR FAIL,001134,Total number of HR TCH transaction failures.,Integer number,sum,0,1,203,,"2G : BSC-BCF-BTS,SEG,TTP",,,,,SUM,,SUM,,
Nokia,Traffic,1,TCH_MTC_SEIZ_ATT,TCH SEIZ ATT FOR MTC,001138,"Number of TCH seizure attempts during an MTC, in call setup phase before connection acknowledgement. In case of an external handover and handovers after external handover this counter is not incremented. In case of an intra-cell or inter-cell (TCH to TCH or SDCCH to TCH) handover this counter is updated.  Counter 001010 is updated along with this counter.",Integer number,sum,0,1,203,,"2G : BSC-BCF-BTS,SEG,TTP",,,,,SUM,,SUM,,
Nokia,Traffic,1,HSCSD_TCH_SUCC_SEIZ_HO,HSCSD SUCC TCH SEIZ FOR HO,001163,Number of successful HSCSD TCH seizures for a HO.  Counter 001008 is updated along with this counter.,Integer number,sum,0,1,203,,"2G : BSC-BCF-BTS,SEG,TTP",,,,,SUM,,SUM,,
Nokia,Traffic,1,TCH_SUCC_SEIZ_FOR_DIR_ACC,SUCCESS TCH SEIZURE FOR DIRECT ACCESS,001165,Number of successful seizures for a TCH in direct accesses to a super-reuse TRX during the call setup phase.  Counters 001009 and 001091 are updated along with this counter.,Integer number,sum,0,1,203,,"2G : BSC-BCF-BTS,SEG,TTP",,,,,SUM,,SUM,,
Nokia,Traffic,1,SUCC_AMR_CODEC_SET_DOWNGR,SUCCESSFUL AMR CODEC SET DOWNGRADES,001185,Number of successful AMR codec set downgrades during internal HOs for the source side AMR codec set. Downgrade is made to align the source side AMR codec set with the one chosen for the target side in order to utilize the one-way downlink speech path connection for the target side during the internal HO. The utilization of one-way downlink speech path connection decreases the amount of muting experienced in the speech path connection. Downgrade decision during internal HO depends on the parameter AMR codec mode set downgrades and upgrades enabled.,Integer number,sum,0,1,203,,"2G : BSC-BCF-BTS,SEG,TTP",,,,,SUM,,SUM,,
Nokia,Traffic,1,SUCC_AMR_CODEC_SET_UPGR,SUCCESSFUL AMR CODEC SET UPGRADES,001187,Number of successful AMR codec set upgrades after internal HOs for the target side AMR codec set. Upgrade is made to utilize the original AMR codec set of the target BTS which set was not chosen for the target side because of target side alignment with the source side during internal HO. This alignment is made in order to utilize the one-way downlink speech path connection for the target side during the internal HO. The utilization of one-way speech path downlink connection decreases the amount of muting experienced in the speech path connection. Upgrade decision after internal HO depends on the parameters AMR codec mode set downgrades and upgrades enabled and  AMR multirate configuration in handovers.,Integer number,sum,0,1,203,,"2G : BSC-BCF-BTS,SEG,TTP",,,,,SUM,,SUM,,
Nokia,Traffic,1,TCH_REL_BSC_BSC_CONFLICT_TARG,TCH REL BSC BSC CONFLICT TARG,001212,Number of TCH releases because of a BSC-BSC conflict.,Integer number,sum,0,1,203,,"2G : BSC-BCF-BTS,SEG,TTP",,,,,SUM,,SUM,,
Nokia,Traffic,1,GPRS_TER_UG_FROM_CSW_PARTIAL,GPRS TER UG FROM CSW PARTIAL,001214,"Number of territory upgrade requests from the CSW RRM to the PCU that have been served with less radio time slots than requested, i.e. partially successful PSW territory upgrade in the PCU.  Dependencies: 001213",Integer number,sum,0,1,203,,"2G : BSC-BCF-BTS,SEG,TTP",,,,,SUM,,SUM,,
Nokia,Traffic,1,SDCCH_DROP_LU_EXCLUDED,SDCCH DROP LU EXCLUDED,001226,Number of dropped SDCCH without LU after SDCCH is successfully assigned.  This counter does not include phase 1 (before ESTABLISH INDICATION on SDCCH) and phase 4 (SDCCH release phase). Also the cases where call is dropped on SDCCH channel because of ASSIGNMENT FAILURE are excluded.,Integer number,sum,0,1,203,,"2G : BSC-BCF-BTS,SEG,TTP",,,,,SUM,,SUM,,
Nokia,Traffic,1,TCH_REQUESTS_CALL_ATT_CL_1,TCH REQUESTS FOR CALL ATTEMPT CLASS 1,001237,Number of TCH channel requests for a call from class 1 subscribers.,Integer number,sum,0,1,203,,"2G : BSC-BCF-BTS,SEG,TTP",,,,,SUM,,SUM,,
Nokia,Traffic,1,DR_TRAU_DG_ATT_IN_AMR_HO,DR TRAU DOWNGRADE ATTEMPTED IN AMR HO,001243,Number of intra-BSC AMR FR to AMR HR handovers where the TRAU mode is attempted to be changed from FR to DR TRAU mode before handover.,Integer number,sum,0,1,203,,"2G : BSC-BCF-BTS,SEG,TTP",,,,,SUM,,SUM,,
Nokia,Traffic,1,TCH_REQ_IN_DL_RX_LEV_WINDOW,TCH REQUEST WITHIN DL RX LEVEL WINDOW,001259,"Number of TCH requests with DL RX level being within DL RX level window. All TCH requests (call setups and handovers) having DL RX level within DL RX level window are included. DL RX level measurement is never present in external handover requests, so external handovers are not visible in this counter.",Integer number,sum,0,1,203,,"2G : BSC-BCF-BTS,SEG,TTP",,,,,SUM,,SUM,,
Nokia,Traffic,1,DHR_MPLX_FAIL_DUE_OTHER,DHR MULTIPLEXING FAILURE DUE TO OTHER REASON,001267,Number of times double half rate multiplexing is rejected because the state of the call is unsuitable or the licence capacity limit has been reached.,Integer number,sum,0,1,203,,"2G : BSC-BCF-BTS,SEG,TTP",,,,,SUM,,SUM,,
Nokia,Traffic,1,TRAU_UG_ATT_IN_DFR_DEMULTIPLX,TRAU UPGRADE ATTEMPTED IN DFR DEMULTIPLEXING,001291,"Number of DFR demultiplexing, neighbour OSC sub channel handover and, neighbour OSC sub channel release procedures where TRAU mode is attempted to be changed from 8k TRAU to 16k TRAU mode in source channel after the procedure.",Integer number,sum,0,1,203,,"2G : BSC-BCF-BTS,SEG,TTP",,,,,SUM,,SUM,,
Nokia,Traffic,1,DFR_MULTIPLX_FAIL_DUE_TCH_RES,DFR MULTIPLEXING FAILURE DUE TO TCH RESOURCE,001294,Number of times a suitable pair of AMR FR calls for double full rate multiplexing cannot be found.,Integer number,sum,0,1,203,,"2G : BSC-BCF-BTS,SEG,TTP",,,,,SUM,,SUM,,
Nokia,Traffic,1,DFR_MPLX_FAIL_DUE_CSDAP_RES,DFR MULTIPLEXING FAILURE DUE TO CSDAP RESOURCE,001296,"double full rate multiplexing has triggerred but CSDAP resource allocation fails because of  CSDAP congestion,   CSDAP being out of order due to failure,  CSDAP hunting timer expiry or CSDAP hunting error.",Integer number,sum,0,1,203,,"2G : BSC-BCF-BTS,SEG,TTP",,,,,SUM,,SUM,,
Nokia,Traffic,1,TCH_ACT_RETRIES_BTS_OVERLOAD,TCH ACTIVATION RETRIES DUE TO BTS OVERLOAD,001320,The number of TCH activation retries for call setups due to BTS overload.,Integer number,sum,0,1,203,,"2G : BSC-BCF-BTS,SEG,TTP",,,,,SUM,,SUM,,
Nokia,Traffic,1,SMART_BCCH_ALLOC_TRIGGERED,DFCA ATTEMPTS WITH SMART BCCH ALLOCATION TRIGGERED BY LOAD,001325,Number of TCH requests received while the traffic load on the BCCH frequency band of the segment is at least on the level defined by the Smart BCCH Allocation Load Threshold parameter.,Integer number,sum,0,1,203,,"2G : BSC-BCF-BTS,SEG,TTP",,,,,SUM,,SUM,,
Nokia,Traffic,1,SMART_BCCH_ALLOC_DURATION,CALL LENGTH IN SMART BCCH ALLOCATION,001328,Combined length of DFCA TCH connections using a frequency hopping list of BCCH frequencies. Counter 001327 is updated along with this counter which maintains the number of Smart BCCH Allocation connections.,10 ms,sum,0,1,203,,"2G : BSC-BCF-BTS,SEG,TTP",,,,,SUM,,SUM,,
Nokia,Resource Availability,2,AVE_AVAIL_FULL_TCH,AVE AVAILABLE FULL RATE TCH,002002,Average number of the FR radio TCHs available. The average value is calculated by dividing the value of this counter by the value of the next counter.  Counter 002003 is updated along with this counter.,Integer number,sum,0,1,203,,"2G : BSC-BCF-BTS,SEG,TTP",,,,,SUM,,SUM,,
Nokia,Resource Availability,2,AVE_IDLE_H_TCH_4,AVE IDLE HALF RATE TCH BAND 4,002022,Average number of the idle HR TCHs per interference band (band 4). The average value is calculated by dividing the value of this counter by the value of the next counter.  Counter 002023 is updated along with this counter.,Integer number,sum,0,1,203,,"2G : BSC-BCF-BTS,SEG,TTP",,,,,SUM,,SUM,,
Nokia,Resource Availability,2,AVE_HSCSD_USERS_NUMER,AVE HSCSD USERS,002057,Average number of the HSCSD users.  Counter 002058 is updated along with this counter.,Integer number,sum,0,1,203,,"2G : BSC-BCF-BTS,SEG,TTP",,,,,SUM,,SUM,,
Nokia,Resource Availability,2,AVE_AVAIL_TCH_SUM,AVE AVAIL TCH TIMESLOT,002059,Average number of available TCHs. The average value is calculated by dividing the value of this counter by the value of the next counter.  Counter 002060 is updated along with this counter.,Integer number,sum,0,1,203,,"2G : BSC-BCF-BTS,SEG,TTP",,,,,SUM,,SUM,,
Nokia,Resource Availability,2,AVE_GPRS_CHANNELS_SUM,AVE GPRS CHANNELS,002061,Average number of radio time slots delivered for GPRS use. The average value is calculated by dividing the value of this counter by the  value of the next counter. The counter value does not indicate how many time slots has actually been used for GPRS traffic.   Counter 002062 is updated along with this counter.,Integer number,sum,0,1,203,,"2G : BSC-BCF-BTS,SEG,TTP",,,,,SUM,,SUM,,
Nokia,Resource Availability,2,AVE_PERMANENT_GPRS_CH_SUM,AVE PERMANENT GPRS CH,002064,Average number of radio time slots delivered for dedicated GPRS use. The average value is calculated by dividing the value of this counter by the value of the next counter.  Counter 002065 is updated along with this counter.,Integer number,sum,0,1,203,,"2G : BSC-BCF-BTS,SEG,TTP",,,,,SUM,,SUM,,
Nokia,Resource Availability,2,AVE_ADD_GPRS_CH_HOLD_TIME_SUM,AVE ADD GPRS CH HOLD TIME,002067,The mean holding time of additional GPRS radio TSLs (the unit of the value is 10 ms). The average value is calculated by dividing the value of this counter by the value of the next counter. Additional GPRS TSL means a TSL in GPRS use beyond the operator defined default GPRS territory.  Counter 002068 is updated along with this counter.,10 ms,sum,0,1,203,,"2G : BSC-BCF-BTS,SEG,TTP",,,,,SUM,,SUM,,
Nokia,Resource Availability,2,AVE_TCH_TSL_LOCKED_POWER_DOWN,AVE TCH TSL LOCKED POWER DOWN,002088,The sum of TCH timeslots in state 'BL-PWS TRX blocked for power save' .The average value is calculated by dividing the value of this counter by the value of one of the DENOMINATOR counter.,Integer number,sum,0,1,203,,"2G : BSC-BCF-BTS,SEG,TTP",,,,,SUM,,SUM,,
Nokia,Resource Availability,2,BCCH_UPTIME,BCCH UPTIME,002093,Number of seconds the cell has an active BCCH and the alarm 7767 BCCH MISSING is not active.,Seconds,sum,0,1,203,,"2G : BSC-BCF-BTS,SEG,TTP",,,,,SUM,,SUM,,
Nokia,Resource Access,3,IMM_ASSGN_REJ,IMMEDIATE ASSIGNMENT REJECT MESSAGES SENT TO BTS,003002,Number of IMMEDIATE_ASSIGNMENT_REJECT messages sent to the BTS.,Integer number,sum,0,1,204,,"2G : BSC-BCF-BTS-TRX,SEG,TSL,TTP",,,,,SUM,,SUM,,
Nokia,Resource Access,3,DEL_IND_MSG_REC,DELETE IND MESSAGES RECEIVED FROM BTS,003005,Number of DELETE_INDICATION messages received from the BTS. BTS sends DELETE INDICATION message each time when IMMEDIATE ASSIGNMENT or IMMEDIATE ASSIGNMENT REJECT message is deleted in BTS. One IMMEDIATE ASSIGNMENT REJECT can contain reject up to four MSs. Deletion happens when there is no room for the message in access grant buffer.,Integer number,sum,0,1,204,,"2G : BSC-BCF-BTS-TRX,SEG,TSL,TTP",,,,,SUM,,SUM,,
Nokia,Resource Access,3,GHOST_CCCH_RES,GHOST CCCH RES,003030,Number of ghost reservations on a CCCH.  See also counter 003031.,Integer number,sum,0,1,204,,"2G : BSC-BCF-BTS-TRX,SEG,TSL,TTP",,,,,SUM,,SUM,,
Nokia,Resource Access,3,REJ_SEIZ_ATT_DUE_DIST,REJ SEIZ ATT DUE DIST,003031,Number of seizure attempts rejected due to distance.  Counter 003030 is updated along with this counter.,Integer number,sum,0,1,204,,"2G : BSC-BCF-BTS-TRX,SEG,TSL,TTP",,,,,SUM,,SUM,,
Nokia,Resource Access,3,IMSI_DETACH_TCH,IMSI DETACH TCH,003034,"Number of successful seizures of TCHs for IMSI detach in FACCH call setup due to SDCCH congestion. If the FACCH call setup is turned off, then the counter value is zero.",Integer number,sum,0,1,204,,"2G : BSC-BCF-BTS-TRX,SEG,TSL,TTP",,,,,SUM,,SUM,,
Nokia,Resource Access,3,AVE_PAGING_BUFFER_CAPA_NUMER,AVE PAGING BUFFER CAPA,003036,"The sum of the average paging buffer occupancy percentages. Each time a CCCH load reporting period ends, the occupancy percentage is calculated and reported in a CCCH LOAD INDICATION message. The average is calculated with (100*N)/N(max)%, where N is the occupied buffer space and N(max) is the maximum buffer space during the CCCH load reporting period.   The CCCH load reporting period is the time between CCCH LOAD INDICATION message sendings. This counter stores the sum of the average paging buffer values received in CCCH LOAD INDICATION messages.   Counter 003037 is updated along with this counter.",%,sum,0,1,204,,"2G : BSC-BCF-BTS-TRX,SEG,TSL,TTP",,,,,SUM,,SUM,,
Nokia,Resource Access,3,AVE_PAGING_LOAD_AIR_SUM,AVE PAGING LOAD AIR,003051,Average paging load on CCCH indicated by radio block occupancy for paging messages.  Radio Block Occupancy carries information on the Radio interface load in percents of the associated CCCH timeslot. The radio block occupancy percentage for AGCH messages requiring DRX (occupied radio blocks vs. all radio blocks during reporting period) is calculated and reported in CCCH_LOAD_ IND message.  Counter 003052 is updated along with this counter.,%,sum,0,1,204,,"2G : BSC-BCF-BTS-TRX,SEG,TSL,TTP",,,,,SUM,,SUM,,
Nokia,Resource Access,3,PEO_NBR_PS_PAGE_DROPS_AT_BTS,PEO NBR PS PAGE DROPS AT BTS,003072,PEO PS Paging Drops Counter indicated in CCCH LOAD INDICATION message.,Integer number,sum,0,1,204,,"2G : BSC-BCF-BTS-TRX,SEG,TSL,TTP",,,,,SUM,,SUM,,
Nokia,Handover,4,MSC_I_SUCC_HO,MSC I SUCCESS HO,004000,"Number of successful incoming HOs controlled by the MSC.  Dependencies: When one of the counters 004043, 004044 or 004045 is updated. This counter represents their sum.",Integer number,sum,0,1,203,,"2G : BSC-BCF-BTS,SEG,TTP",,,,,SUM,,SUM,,
Nokia,Handover,4,BSC_I_FAIL_CONN,BSC I UNSUCCESS HO DUE CONN,004012,"Number of incoming HOs, controlled by the BSC, that are unsuccessful due to a connection failure (the MS fails to move to the target channel).  Impact: - HO failure - The call may possibly be cleared  Reason for the impact: External/Abis interface  Dependencies: a) Counter 004015 is updated along with this counter. b) Counters 004016, 004083 and 004084 are updated along with this counter. c) Counter 004016 or 004042 is updated along with this counter.",Integer number,sum,0,1,203,,"2G : BSC-BCF-BTS,SEG,TTP",,,,,SUM,,SUM,,
Nokia,Handover,4,CELL_FAIL_MOVE,INT CELL UNSUCCESS HO DUE MOVE,004020,Number of intra-cell HOs that are unsuccessful because the MS cannot either move to the target channel or return to the source channel.  Counter 004085 is updated along with this counter.  Impact: Call cleared  Reason for the impact: External/Abis interface,Integer number,sum,0,1,203,,"2G : BSC-BCF-BTS,SEG,TTP",,,,,SUM,,SUM,,
Nokia,Handover,4,CAUSE_DOWN_LEV,CAUSE DOWNLINK LEVEL,004026,Number of HO attempts caused by downlink level (outgoing).,Integer number,sum,0,1,203,,"2G : BSC-BCF-BTS,SEG,TTP",,,,,SUM,,SUM,,
Nokia,Handover,4,CAUSE_DISTANCE,CAUSE DISTANCE,004027,Number of HO attempts caused by distance (outgoing).,Integer number,sum,0,1,203,,"2G : BSC-BCF-BTS,SEG,TTP",,,,,SUM,,SUM,,
Nokia,Handover,4,MSC_O_SDCCH_TCH,MSC O SDCCH TCH,004050,Number of successful outgoing SDCCH to TCH HOs controlled by the MSC.,Integer number,sum,0,1,203,,"2G : BSC-BCF-BTS,SEG,TTP",,,,,SUM,,SUM,,
Nokia,Handover,4,MSC_O_SDCCH,MSC O SDCCH,004051,Number of successful outgoing SDCCH to SDCCH HOs controlled by the MSC.,Integer number,sum,0,1,203,,"2G : BSC-BCF-BTS,SEG,TTP",,,,,SUM,,SUM,,
Nokia,Handover,4,MSC_O_TCH_TCH_AT,MSC O TCH TCH AT,004052,Number of attempts to outgoing TCH to TCH HOs controlled by the MSC.,Integer number,sum,0,1,203,,"2G : BSC-BCF-BTS,SEG,TTP",,,,,SUM,,SUM,,
Nokia,Handover,4,MSC_O_SDCCH_TCH_AT,MSC O SDCCH TCH AT,004053,Number of attempts to outgoing SDCCH to TCH HOs controlled by the MSC.,Integer number,sum,0,1,203,,"2G : BSC-BCF-BTS,SEG,TTP",,,,,SUM,,SUM,,
Nokia,Handover,4,MSC_O_SDCCH_AT,MSC O SDCCH AT,004054,Number of attempts to outgoing SDCCH to SDCCH HOs controlled by the MSC.,Integer number,sum,0,1,203,,"2G : BSC-BCF-BTS,SEG,TTP",,,,,SUM,,SUM,,
Nokia,Handover,4,MSC_O_FAIL_LACK,MSC O FAIL LACK,004055,"Number of outgoing HOs, controlled by the MSC, that are unsuccessful because there are no radio resources available in the target cell.  Impact: HO failure  Reason for the impact: Internal",Integer number,sum,0,1,203,,"2G : BSC-BCF-BTS,SEG,TTP",,,,,SUM,,SUM,,
Nokia,Handover,4,BSC_O_NONOPT_AT,BSC O NONOPT AT,004071,Number of attempts to outgoing HOs to a non-optimum cell controlled by the BSC.,Integer number,sum,0,1,203,,"2G : BSC-BCF-BTS,SEG,TTP",,,,,SUM,,SUM,,
Nokia,Handover,4,CAUSE_DIR_RETRY,CAUSE DIR RETRY,004079,Number of HO attempts due to directed retry.,Integer number,sum,0,1,203,,"2G : BSC-BCF-BTS,SEG,TTP",,,,,SUM,,SUM,,
Nokia,Handover,4,MSC_I_END_OF_HO,MSC I END OF HO,004080,Number of end of handover procedures in incoming HOs that are controlled by the MSC.  Dependency: b) Counter 004108 is updated along with this counter.  Impact: - HO failure - Possibly call cleared  Reason for the impact: External/Abis interface,Integer number,sum,0,1,203,,"2G : BSC-BCF-BTS,SEG,TTP",,,,,SUM,,SUM,,
Nokia,Handover,4,BSC_O_DROP_CALLS,BSC O DROP CALLS,004084,"Number of calls that are dropped during outgoing HOs controlled by the BSC.  Dependencies: a) Counters 004012, 004016 and 004083 are updated along with this counter. b) Counters 004013, 004017 and 004083 are updated along with this counter.  Impact: Call cleared",Integer number,sum,0,1,203,,"2G : BSC-BCF-BTS,SEG,TTP",,,,,SUM,,SUM,,
