NE Name,fdn,BTSID,CN,FC,IDTYPE,MOIndex,MTU,PN,RATE,SN,SRN,className,name,neID,DUPLEX
FTBSC02,"NE=280,BTSETHPORT=183_0_0_6_0",183,0,CLOSE,BYID,26_183_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=183, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=186_0_0_6_0",186,0,CLOSE,BYID,26_186_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=186, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=187_0_0_6_0",187,0,CLOSE,BYID,26_187_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=187, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=192_0_0_6_0",192,0,CLOSE,BYID,26_192_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=192, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=193_0_0_6_0",193,0,CLOSE,BYID,26_193_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=193, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=100_0_0_6_0",100,0,CLOSE,BYID,26_100_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=100, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=101_0_0_6_0",101,0,CLOSE,BYID,26_101_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=101, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=103_0_0_6_0",103,0,CLOSE,BYID,26_103_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=103, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=104_0_0_6_0",104,0,CLOSE,BYID,26_104_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=104, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=107_0_0_6_0",107,0,CLOSE,BYID,26_107_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=107, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=108_0_0_6_0",108,0,CLOSE,BYID,26_108_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=108, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=109_0_0_6_0",109,0,CLOSE,BYID,26_109_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=109, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=110_0_0_6_0",110,0,CLOSE,BYID,26_110_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=110, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=111_0_0_6_0",111,0,CLOSE,BYID,26_111_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=111, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=114_0_0_6_0",114,0,CLOSE,BYID,26_114_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=114, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=115_0_0_6_0",115,0,CLOSE,BYID,26_115_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=115, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=118_0_0_6_0",118,0,CLOSE,BYID,26_118_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=118, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=120_0_0_6_0",120,0,CLOSE,BYID,26_120_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=120, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=121_0_0_6_0",121,0,CLOSE,BYID,26_121_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=121, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=122_0_0_6_0",122,0,CLOSE,BYID,26_122_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=122, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=123_0_0_6_0",123,0,CLOSE,BYID,26_123_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=123, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=124_0_0_6_0",124,0,CLOSE,BYID,26_124_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=124, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=125_0_0_6_0",125,0,CLOSE,BYID,26_125_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=125, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=129_0_0_6_0",129,0,CLOSE,BYID,26_129_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=129, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=130_0_0_6_0",130,0,CLOSE,BYID,26_130_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=130, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=134_0_0_6_0",134,0,CLOSE,BYID,26_134_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=134, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=135_0_0_6_0",135,0,CLOSE,BYID,26_135_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=135, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=138_0_0_6_0",138,0,CLOSE,BYID,26_138_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=138, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=139_0_0_6_0",139,0,CLOSE,BYID,26_139_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=139, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=142_0_0_6_0",142,0,CLOSE,BYID,26_142_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=142, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=143_0_0_6_0",143,0,CLOSE,BYID,26_143_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=143, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=144_0_0_6_0",144,0,CLOSE,BYID,26_144_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=144, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=216_0_0_6_0",216,0,CLOSE,BYID,26_216_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=216, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=216_0_1_6_0",216,0,CLOSE,BYID,26_216_0_0_6_1,1500,1,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=216, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=1",26,
FTBSC02,"NE=280,BTSETHPORT=220_0_0_6_0",220,0,CLOSE,BYID,26_220_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=220, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=220_0_1_6_0",220,0,CLOSE,BYID,26_220_0_0_6_1,1500,1,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=220, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=1",26,
FTBSC02,"NE=280,BTSETHPORT=231_0_0_6_0",231,0,CLOSE,BYID,26_231_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=231, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=231_0_1_6_0",231,0,CLOSE,BYID,26_231_0_0_6_1,1500,1,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=231, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=1",26,
FTBSC02,"NE=280,BTSETHPORT=232_0_0_6_0",232,0,CLOSE,BYID,26_232_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=232, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=232_0_1_6_0",232,0,CLOSE,BYID,26_232_0_0_6_1,1500,1,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=232, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=1",26,
FTBSC02,"NE=280,BTSETHPORT=238_0_0_6_0",238,0,CLOSE,BYID,26_238_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=238, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=238_0_1_6_0",238,0,CLOSE,BYID,26_238_0_0_6_1,1500,1,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=238, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=1",26,
FTBSC02,"NE=280,BTSETHPORT=247_0_0_6_0",247,0,CLOSE,BYID,26_247_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=247, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=247_0_1_6_0",247,0,CLOSE,BYID,26_247_0_0_6_1,1500,1,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=247, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=1",26,
FTBSC02,"NE=280,BTSETHPORT=249_0_0_6_0",249,0,CLOSE,BYID,26_249_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=249, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=249_0_1_6_0",249,0,CLOSE,BYID,26_249_0_0_6_1,1500,1,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=249, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=1",26,
FTBSC02,"NE=280,BTSETHPORT=262_0_0_6_0",262,0,CLOSE,BYID,26_262_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=262, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=262_0_1_6_0",262,0,CLOSE,BYID,26_262_0_0_6_1,1500,1,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=262, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=1",26,
FTBSC02,"NE=280,BTSETHPORT=272_0_0_6_0",272,0,CLOSE,BYID,26_272_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=272, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=272_0_1_6_0",272,0,CLOSE,BYID,26_272_0_0_6_1,1500,1,100M,6,0,BSC6900GSMBTSETHPORT,"BTS Index=272, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=1",26,FULL
FTBSC02,"NE=280,BTSETHPORT=274_0_0_6_0",274,0,CLOSE,BYID,26_274_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=274, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=274_0_1_6_0",274,0,CLOSE,BYID,26_274_0_0_6_1,1500,1,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=274, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=1",26,
FTBSC02,"NE=280,BTSETHPORT=288_0_0_6_0",288,0,CLOSE,BYID,26_288_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=288, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=288_0_1_6_0",288,0,CLOSE,BYID,26_288_0_0_6_1,1500,1,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=288, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=1",26,
FTBSC02,"NE=280,BTSETHPORT=194_0_0_6_0",194,0,CLOSE,BYID,26_194_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=194, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=196_0_0_6_0",196,0,CLOSE,BYID,26_196_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=196, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=198_0_0_6_0",198,0,CLOSE,BYID,26_198_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=198, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=200_0_0_6_0",200,0,CLOSE,BYID,26_200_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=200, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=201_0_0_6_0",201,0,CLOSE,BYID,26_201_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=201, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=202_0_0_6_0",202,0,CLOSE,BYID,26_202_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=202, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=203_0_0_6_0",203,0,CLOSE,BYID,26_203_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=203, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=204_0_0_6_0",204,0,CLOSE,BYID,26_204_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=204, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=206_0_0_6_0",206,0,CLOSE,BYID,26_206_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=206, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=207_0_0_6_0",207,0,CLOSE,BYID,26_207_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=207, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=210_0_0_6_0",210,0,CLOSE,BYID,26_210_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=210, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=49_0_0_6_0",49,0,CLOSE,BYID,26_49_0_0_6_0,1500,0,100M,6,0,BSC6900GSMBTSETHPORT,"BTS Index=49, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,FULL
FTBSC02,"NE=280,BTSETHPORT=51_0_0_6_0",51,0,CLOSE,BYID,26_51_0_0_6_0,1500,0,100M,6,0,BSC6900GSMBTSETHPORT,"BTS Index=51, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,FULL
FTBSC02,"NE=280,BTSETHPORT=53_0_0_6_0",53,0,CLOSE,BYID,26_53_0_0_6_0,1500,0,100M,6,0,BSC6900GSMBTSETHPORT,"BTS Index=53, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,FULL
FTBSC02,"NE=280,BTSETHPORT=54_0_0_6_0",54,0,CLOSE,BYID,26_54_0_0_6_0,1500,0,AUTO,6,0,BSC6900GSMBTSETHPORT,"BTS Index=54, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,
FTBSC02,"NE=280,BTSETHPORT=55_0_0_6_0",55,0,CLOSE,BYID,26_55_0_0_6_0,1500,0,100M,6,0,BSC6900GSMBTSETHPORT,"BTS Index=55, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,FULL
FTBSC02,"NE=280,BTSETHPORT=56_0_0_6_0",56,0,CLOSE,BYID,26_56_0_0_6_0,1500,0,100M,6,0,BSC6900GSMBTSETHPORT,"BTS Index=56, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,FULL
FTBSC02,"NE=280,BTSETHPORT=57_0_0_6_0",57,0,CLOSE,BYID,26_57_0_0_6_0,1500,0,100M,6,0,BSC6900GSMBTSETHPORT,"BTS Index=57, Port Cabinet No.=0, Port Subrack No.=0, Port Slot No.=6, Port No.=0",26,FULL
