NE Name,fdn,ABISBYPASSMODE,ACTSTATUS,BTSDESC,BTSID,BTSNAME,BTSTYPE,CURE1INPORTNUM,FLEXABISMODE,HOSTTYPE,IDTYPE,IPPHYTRANSTYPE,ISCONFIGEDRING,MAINPORTNO,MOIndex,MPMODE,NEWNAME,SEPERATEMODE,SERVICEMODE,SRANMODE,className,name,neID
FTBSC02,"NE=280,BTS=169",FALSE,ACTIVATED,UPC-S_030,169,BARGBORHILL_II,BTS3900_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_169,MODE2_1,BARGBORHILL_II,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,BARGBORHILL_II,26
FTBSC02,"NE=280,BTS=179",FALSE,ACTIVATED,UPC-S_053,179,BOEXTENSION2,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_179,MODE2_1,BOEXTENSION2,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,BOEXTENSION2,26
FTBSC02,"NE=280,BTS=147",FALSE,ACTIVATED,UPC-S_007,147,GEREHUN_II,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_147,MODE2_1,GEREHUN_II,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,GEREHUN_II,26
FTBSC02,"NE=280,BTS=166",FALSE,ACTIVATED,UPC-S_026,166,TINKONKO,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_166,MODE2_1,TINKONKO,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,TINKONKO,26
FTBSC02,"NE=280,BTS=173",FALSE,ACTIVATED,UPC-S_043,173,NJALABOCAMPUS_II,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_173,MODE2_1,NJALABOCAMPUS_II,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,NJALABOCAMPUS_II,26
FTBSC02,"NE=280,BTS=175",FALSE,ACTIVATED,UPC-S_045,175,RESERVATION_II,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_175,MODE2_1,RESERVATION_II,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,RESERVATION_II,26
FTBSC02,"NE=280,BTS=177",FALSE,ACTIVATED,UPC-S_049,177,SHELLMINGO_II,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_177,MODE2_1,SHELLMINGO_II,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,SHELLMINGO_II,26
FTBSC02,"NE=280,BTS=110",FALSE,ACTIVATED,UPC-N_012,110,MAKENI,BTS3900_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_110,MODE2_1,MAKENI,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,MAKENI,26
FTBSC02,"NE=280,BTS=111",FALSE,ACTIVATED,UPC-N_013,111,MAKENISOS,BTS3900_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_111,MODE2_1,MAKENISOS,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,MAKENISOS,26
FTBSC02,"NE=280,BTS=124",FALSE,ACTIVATED,UPC-N_026,124,AZZOLINIHIGHWAY_II,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_124,MODE2_1,AZZOLINIHIGHWAY_II,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,AZZOLINIHIGHWAY_II,26
FTBSC02,"NE=280,BTS=125",FALSE,ACTIVATED,UPC-N_028,125,COMPOUNDSTREET_II,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_125,MODE2_1,COMPOUNDSTREET_II,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,COMPOUNDSTREET_II,26
FTBSC02,"NE=280,BTS=103",FALSE,ACTIVATED,UPC-N_004,103,KABALA,BTS3900_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_103,MODE2_1,KABALA,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,KABALA,26
FTBSC02,"NE=280,BTS=198",FALSE,ACTIVATED,UPC-S_065,198,SOCFIN,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_198,MODE2_1,SOCFIN,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,SOCFIN,26
FTBSC02,"NE=280,BTS=142",FALSE,ACTIVATED,UPC-S_002,142,BANDAJUMASEWA,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_142,MODE2_1,BANDAJUMASEWA,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,BANDAJUMASEWA,26
FTBSC02,"NE=280,BTS=152",FALSE,ACTIVATED,UPC-S_012,152,KORIBONDO_II,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_152,MODE2_1,KORIBONDO_II,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,KORIBONDO_II,26
FTBSC02,"NE=280,BTS=159",FALSE,ACTIVATED,UPC-S_019,159,POTORU_II,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_159,MODE2_1,POTORU_II,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,POTORU_II,26
FTBSC02,"NE=280,BTS=160",FALSE,ACTIVATED,UPC-S_020,160,PUJEHUN_II,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_160,MODE2_1,PUJEHUN_II,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,PUJEHUN_II,26
FTBSC02,"NE=280,BTS=168",FALSE,ACTIVATED,UPC-S_028,168,ZIMMI_II,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_168,MODE2_1,ZIMMI_II,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,ZIMMI_II,26
FTBSC02,"NE=280,BTS=143",FALSE,ACTIVATED,UPC-S_003,143,BLAMA,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_143,MODE2_1,BLAMA,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,BLAMA,26
FTBSC02,"NE=280,BTS=149",FALSE,ACTIVATED,UPC-S_009,149,KENEMAHILL,BTS3900_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_149,MODE2_1,KENEMAHILL,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,KENEMAHILL,26
FTBSC02,"NE=280,BTS=176",FALSE,ACTIVATED,UPC-S_047,176,SAMAITOWN_II,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_176,MODE2_1,SAMAITOWN_II,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,SAMAITOWN_II,26
FTBSC02,"NE=280,BTS=178",FALSE,ACTIVATED,UPC-S_052,178,DAMAROAD,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_178,MODE2_1,DAMAROAD,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,DAMAROAD,26
FTBSC02,"NE=280,BTS=186",FALSE,ACTIVATED,UPC-S_064,186,HANGA,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_186,MODE2_1,HANGA,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,HANGA,26
FTBSC02,"NE=280,BTS=206",FALSE,ACTIVATED,UPC-N_060,206,BINKOLO,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_206,MODE2_1,BINKOLO,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,BINKOLO,26
FTBSC02,"NE=280,BTS=183",FALSE,ACTIVATED,UPC-S_060,183,YELE,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_183,MODE2_1,YELE,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,YELE,26
FTBSC02,"NE=280,BTS=155",FALSE,ACTIVATED,UPC-S_015,155,SIEROMCO(REP8)_II,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_155,MODE2_1,SIEROMCO(REP8)_II,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,SIEROMCO(REP8)_II,26
FTBSC02,"NE=280,BTS=51",FALSE,ACTIVATED,FRT-W_003,51,DILLET,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_51,MODE2_1,DILLET,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,DILLET,26
FTBSC02,"NE=280,BTS=55",FALSE,ACTIVATED,FRT-W_007,55,KROOTOWNROAD,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_55,MODE2_1,KROOTOWNROAD,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,KROOTOWNROAD,26
FTBSC02,"NE=280,BTS=72",FALSE,ACTIVATED,FRT-W_034,72,KINGTOM_II,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_72,MODE2_1,KINGTOM_II,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,KINGTOM_II,26
FTBSC02,"NE=280,BTS=80",FALSE,ACTIVATED,FRT-W_052,80,DUNDASTREET,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_80,MODE2_1,DUNDASTREET,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,DUNDASTREET,26
FTBSC02,"NE=280,BTS=56",FALSE,ACTIVATED,FRT-W_008,56,LAKKA_II,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_56,MODE2_1,LAKKA_II,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,LAKKA_II,26
FTBSC02,"NE=280,BTS=60",FALSE,ACTIVATED,FRT-W_012,60,SUSSEX_II,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_60,MODE2_1,SUSSEX_II,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,SUSSEX_II,26
FTBSC02,"NE=280,BTS=64",FALSE,ACTIVATED,FRT-W_016,64,YORK,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_64,MODE2_1,YORK,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,YORK,26
FTBSC02,"NE=280,BTS=66",FALSE,ACTIVATED,FRT-W_020,66,BLACKJOHNSON_II,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_66,MODE2_1,BLACKJOHNSON_II,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,BLACKJOHNSON_II,26
FTBSC02,"NE=280,BTS=115",FALSE,ACTIVATED,UPC-N_017,115,NJAMANIMEKORO,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_115,MODE2_1,NJAMANIMEKORO,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,NJAMANIMEKORO,26
FTBSC02,"NE=280,BTS=120",FALSE,ACTIVATED,UPC-N_022,120,SEFADUCENTRAL,BTS3900_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_120,MODE2_1,SEFADUCENTRAL,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,SEFADUCENTRAL,26
FTBSC02,"NE=280,BTS=121",FALSE,ACTIVATED,UPC-N_023,121,SEFADUTOWN,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_121,MODE2_1,SEFADUTOWN,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,SEFADUTOWN,26
FTBSC02,"NE=280,BTS=122",FALSE,ACTIVATED,UPC-N_024,122,SFD,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_122,MODE2_1,SFD,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,SFD,26
FTBSC02,"NE=280,BTS=89",FALSE,ACTIVATED,FRT-W_053,89,GODERICH,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_89,MODE2_1,GODERICH,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,GODERICH,26
FTBSC02,"NE=280,BTS=92",FALSE,ACTIVATED,FRT-W_054,92,PALMRESORT,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_92,MODE2_1,PALMRESORT,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,PALMRESORT,26
FTBSC02,"NE=280,BTS=162",FALSE,ACTIVATED,UPC-S_022,162,RUTILE_II,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_162,MODE2_1,RUTILE_II,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,RUTILE_II,26
FTBSC02,"NE=280,BTS=200",FALSE,ACTIVATED,UPC-S_067,200,MOBIMBI,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_200,MODE2_1,MOBIMBI,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,MOBIMBI,26
FTBSC02,"NE=280,BTS=204",FALSE,ACTIVATED,UPC-S_068,204,GONDAMA,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_204,MODE2_1,GONDAMA,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,GONDAMA,26
FTBSC02,"NE=280,BTS=157",FALSE,ACTIVATED,UPC-S_017,157,MOYAMBAJUNCTION_II,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_157,MODE2_1,MOYAMBAJUNCTION_II,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,MOYAMBAJUNCTION_II,26
FTBSC02,"NE=280,BTS=165",FALSE,ACTIVATED,UPC-S_050,165,TIAMA_II,BTS3900_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_165,MODE2_1,TIAMA_II,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,TIAMA_II,26
FTBSC02,"NE=280,BTS=170",FALSE,ACTIVATED,UPC-S_034,170,GBAIMASONGA_II,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_170,MODE2_1,GBAIMASONGA_II,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,GBAIMASONGA_II,26
FTBSC02,"NE=280,BTS=172",FALSE,ACTIVATED,UPC-S_042,172,NJALA_II,BTS3900_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_172,MODE2_1,NJALA_II,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,NJALA_II,26
FTBSC02,"NE=280,BTS=181",FALSE,ACTIVATED,UPC-S_057,181,MATTRU,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_181,MODE2_1,MATTRU,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,MATTRU,26
FTBSC02,"NE=280,BTS=203",FALSE,ACTIVATED,UPC-S_072,203,MATTA,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_203,MODE2_1,MATTA,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,MATTA,26
FTBSC02,"NE=280,BTS=210",FALSE,ACTIVATED,UPC-N_062,210,KAMABAI,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_210,MODE2_1,KAMABAI,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,KAMABAI,26
FTBSC02,"NE=280,BTS=94",FALSE,ACTIVATED,FRT-W_056,94,MURRAYTOWNBARRACKS,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_94,MODE2_1,MURRAYTOWNBARRACKS,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,MURRAYTOWNBARRACKS,26
FTBSC02,"NE=280,BTS=0",,ACTIVATED,RURAL SITE,0,MAPAKI,EGBTS,,,SINGLEHOST,BYID,,,,26_0,,MAPAKI,,IP,,BSC6900GSMBTS,MAPAKI,26
FTBSC02,"NE=280,BTS=53",FALSE,ACTIVATED,FRT-W_005,53,OAU_II,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_53,MODE2_1,OAU_II,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,OAU_II,26
FTBSC02,"NE=280,BTS=57",FALSE,ACTIVATED,FRT-W_035,57,LESTERPEAK_II,BTS3900_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_57,MODE2_1,LESTERPEAK_II,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,LESTERPEAK_II,26
FTBSC02,"NE=280,BTS=69",FALSE,ACTIVATED,FRT-W_029,69,HILLCUTROAD_II,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_69,MODE2_1,HILLCUTROAD_II,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,HILLCUTROAD_II,26
FTBSC02,"NE=280,BTS=70",FALSE,ACTIVATED,FRT-W_031,70,IMATT_II,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_70,MODE2_1,IMATT_II,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,IMATT_II,26
FTBSC02,"NE=280,BTS=71",FALSE,ACTIVATED,FRT-W_032,71,KINGHARMAN,BTS3900_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_71,MODE2_1,KINGHARMAN,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,KINGHARMAN,26
FTBSC02,"NE=280,BTS=76",FALSE,ACTIVATED,FRT-W_042,76,SPURLOOP_II,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_76,MODE2_1,SPURLOOP_II,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,SPURLOOP_II,26
FTBSC02,"NE=280,BTS=77",FALSE,ACTIVATED,FRT-W_043,77,SPURROAD_II,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_77,MODE2_1,SPURROAD_II,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,SPURROAD_II,26
FTBSC02,"NE=280,BTS=83",FALSE,ACTIVATED,FRT-W_030,83,HILLSTATION_II,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_83,MODE2_1,HILLSTATION_II,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,HILLSTATION_II,26
FTBSC02,"NE=280,BTS=192",FALSE,ACTIVATED,UPC-N_049,192,SEWAFE,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_192,MODE2_1,SEWAFE,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,SEWAFE,26
FTBSC02,"NE=280,BTS=104",FALSE,ACTIVATED,UPC-N_005,104,KAMAKWI,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_104,MODE2_1,KAMAKWI,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,KAMAKWI,26
FTBSC02,"NE=280,BTS=118",FALSE,ACTIVATED,UPC-N_020,118,ROGBIN,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_118,MODE2_1,ROGBIN,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,ROGBIN,26
FTBSC02,"NE=280,BTS=201",FALSE,ACTIVATED,UPC-S_056,201,GBANGBATOK,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_201,MODE2_1,GBANGBATOK,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,GBANGBATOK,26
FTBSC02,"NE=280,BTS=202",FALSE,ACTIVATED,UPC-S_066,202,SANMALIN,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_202,MODE2_1,SANMALIN,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,SANMALIN,26
FTBSC02,"NE=280,BTS=207",FALSE,ACTIVATED,UPC-S_069,207,GONDAMABARRACKS,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_207,MODE2_1,GONDAMABARRACKS,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,GONDAMABARRACKS,26
FTBSC02,"NE=280,BTS=54",FALSE,ACTIVATED,FRT-W_006,54,JUBA,BTS3900_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_54,MODE2_1,JUBA,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,JUBA,26
FTBSC02,"NE=280,BTS=58",FALSE,ACTIVATED,FRT-W_010,58,MMCE,BTS3900_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_58,MODE2_1,MMCE,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,MMCE,26
FTBSC02,"NE=280,BTS=73",FALSE,ACTIVATED,FRT-W_037,73,MALAMA_II,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_73,MODE2_1,MALAMA_II,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,MALAMA_II,26
