begintime,ne_name,ne_type,vendor,integrity,VS.E1T1.ES.ES,VS.E1T1.ES.SES,VS.E1T1.ES.UAS,VS.E1T1.ES.BBE,VS.E1T1.ES.TES,VS.E1T1.ES.TSES,VS.E1T1.ES.TBBE,VS.E1T1.ES.ESR,VS.E1T1.ES.SESR,VS.E1T1.ES.UASR,VS.E1T1.ES.BBER,VS.E1T1.ES.TESR,VS.E1T1.ES.TSESR,VS.E1T1.ES.TBBER,VS.E1T1.ES.NUV,id
2022-02-17,"FTBSC02/E1T1_ES:Port No.=137,Slot No.=14,Subrack No.=1",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
2022-02-17,"FTBSC02/E1T1_ES:Port No.=38,Slot No.=20,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
2022-02-18,"FTBSC02/E1T1_ES:Port No.=137,Slot No.=14,Subrack No.=1",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
2022-02-18,"FTBSC02/E1T1_ES:Port No.=38,Slot No.=20,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22
2022-02-19,"FTBSC02/E1T1_ES:Port No.=137,Slot No.=14,Subrack No.=1",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23
2022-02-19,"FTBSC02/E1T1_ES:Port No.=38,Slot No.=20,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
2022-02-20,"FTBSC02/E1T1_ES:Port No.=137,Slot No.=14,Subrack No.=1",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25
2022-02-20,"FTBSC02/E1T1_ES:Port No.=38,Slot No.=20,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26
2022-03-01,"FTBSC02/E1T1_ES:Port No.=137,Slot No.=14,Subrack No.=1",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
2022-03-01,"FTBSC02/E1T1_ES:Port No.=38,Slot No.=20,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28
2022-03-02,"FTBSC02/E1T1_ES:Port No.=137,Slot No.=14,Subrack No.=1",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29
2022-03-02,"FTBSC02/E1T1_ES:Port No.=38,Slot No.=20,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
2022-03-03,"FTBSC02/E1T1_ES:Port No.=137,Slot No.=14,Subrack No.=1",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
2022-03-03,"FTBSC02/E1T1_ES:Port No.=38,Slot No.=20,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32
2022-03-06,"FTBSC02/E1T1_ES:Port No.=137,Slot No.=14,Subrack No.=1",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,91.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33
2022-03-06,"FTBSC02/E1T1_ES:Port No.=38,Slot No.=20,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,91.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34
2022-03-07,"FTBSC02/E1T1_ES:Port No.=137,Slot No.=14,Subrack No.=1",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35
2022-03-07,"FTBSC02/E1T1_ES:Port No.=38,Slot No.=20,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36
2022-03-09,"FTBSC02/E1T1_ES:Port No.=137,Slot No.=14,Subrack No.=1",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37
2022-03-09,"FTBSC02/E1T1_ES:Port No.=38,Slot No.=20,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
2022-03-10,"FTBSC02/E1T1_ES:Port No.=137,Slot No.=14,Subrack No.=1",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,95.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39
2022-03-10,"FTBSC02/E1T1_ES:Port No.=38,Slot No.=20,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,95.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
2022-03-11,"FTBSC02/E1T1_ES:Port No.=137,Slot No.=14,Subrack No.=1",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41
2022-03-11,"FTBSC02/E1T1_ES:Port No.=38,Slot No.=20,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42
2022-03-12,"FTBSC02/E1T1_ES:Port No.=137,Slot No.=14,Subrack No.=1",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,79.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43
2022-03-12,"FTBSC02/E1T1_ES:Port No.=38,Slot No.=20,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,79.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44
2022-03-13,"FTBSC02/E1T1_ES:Port No.=137,Slot No.=14,Subrack No.=1",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,91.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
2022-03-13,"FTBSC02/E1T1_ES:Port No.=38,Slot No.=20,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,91.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46
2022-03-14,"FTBSC02/E1T1_ES:Port No.=137,Slot No.=14,Subrack No.=1",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47
2022-03-14,"FTBSC02/E1T1_ES:Port No.=38,Slot No.=20,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48
2022-03-15,"FTBSC02/E1T1_ES:Port No.=137,Slot No.=14,Subrack No.=1",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49
2022-03-15,"FTBSC02/E1T1_ES:Port No.=38,Slot No.=20,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
