begintime,ne_name,vendor,ne_type,sk_object,aggregation,integrity,ifInMCastPackets,ifOutFragPackets,ifInErrors,ifInMCastOctets,ifInDiscardedMCastOctets,ifOutMCastPackets,ifOutMCastOctets,ifOutFragments,ifInOctets,ifInDiscardedMCastPackets,ifOutOctets,ifInPackets,ifOutPackets,ifOutDroppedPackets,ifOutDroppedOctets
2022-03-11,"MRBTS-5084,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15466.0,dynamic,100.0,65721.0,0.0,0.0,5113424.0,5113424.0,0.0,0.0,0.0,536282820.0,65721.0,391690444.0,5942291.0,4115565.0,0.0,0.0
2022-03-11,"MRBTS-5084,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15467.0,dynamic,100.0,65718.0,14.0,0.0,5113000.0,5113000.0,0.0,0.0,14.0,107488492.0,65718.0,13364555.0,1474472.0,13692.0,0.0,0.0
2022-03-11,"MRBTS-5080,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15468.0,dynamic,100.0,66823.0,0.0,0.0,5199054.0,5199054.0,0.0,0.0,0.0,423605882.0,66823.0,318295952.0,4720360.0,3162080.0,0.0,0.0
2022-03-11,"MRBTS-5083,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15469.0,dynamic,100.0,65719.0,24.0,0.0,5113402.0,5113402.0,0.0,0.0,24.0,107443932.0,65719.0,7539143.0,1473016.0,10361.0,0.0,0.0
2022-03-11,"MRBTS-5090,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15470.0,dynamic,100.0,65026.0,0.0,0.0,5058376.0,5058376.0,0.0,0.0,0.0,781176648.0,65026.0,666648176.0,8151974.0,6468700.0,0.0,0.0
2022-03-11,"MRBTS-5062,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15471.0,dynamic,100.0,65876.0,31.0,0.0,5125042.0,5125042.0,0.0,0.0,31.0,106811960.0,65876.0,13538288.0,1464709.0,14071.0,0.0,0.0
2022-03-11,"MRBTS-5044,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15472.0,dynamic,100.0,65791.0,14528.0,0.0,5119162.0,5119162.0,0.0,0.0,29056.0,421009732998.0,65791.0,66985272585.0,371877671.0,282530492.0,0.0,0.0
2022-03-11,"MRBTS-5086,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15473.0,dynamic,100.0,66808.0,37.0,0.0,5197670.0,5197670.0,0.0,0.0,74.0,111726350938.0,66808.0,14770832080.0,98588989.0,62978756.0,0.0,0.0
2022-03-11,"MRBTS-5045,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15474.0,dynamic,100.0,66803.0,0.0,0.0,5197500.0,5197500.0,0.0,0.0,0.0,109084610.0,66803.0,12929877.0,1497725.0,11991.0,0.0,0.0
2022-03-11,"MRBTS-5200,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15475.0,dynamic,90.0,59749.0,0.0,0.0,4648590.0,4648590.0,0.0,0.0,0.0,97577995.0,59749.0,16339403.0,1339592.0,14360.0,0.0,0.0
2022-03-11,"MRBTS-5079,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15476.0,dynamic,100.0,66773.0,0.0,0.0,5195192.0,5195192.0,0.0,0.0,0.0,1015051696.0,66773.0,531209016.0,10908131.0,6459823.0,0.0,0.0
2022-03-11,"MRBTS-5082,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15477.0,dynamic,100.0,66771.0,0.0,0.0,5195032.0,5195032.0,0.0,0.0,0.0,684813052.0,66771.0,194971040.0,7479251.0,3777189.0,0.0,0.0
2022-03-11,"MRBTS-5083,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15478.0,dynamic,100.0,65699.0,0.0,0.0,5111756.0,5111756.0,0.0,0.0,0.0,65821402468.0,65699.0,6819594073.0,53238315.0,28715413.0,0.0,0.0
2022-03-11,"MRBTS-5089,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15479.0,dynamic,100.0,66811.0,0.0,0.0,5198324.0,5198324.0,0.0,0.0,0.0,109089236.0,66811.0,7011468.0,1496900.0,7825.0,0.0,0.0
2022-03-11,"MRBTS-5089,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15480.0,dynamic,100.0,66794.0,0.0,0.0,5196872.0,5196872.0,0.0,0.0,0.0,784082260.0,66794.0,301173040.0,8613420.0,4606009.0,0.0,0.0
2022-03-11,"MRBTS-5023,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15481.0,dynamic,100.0,66825.0,137.0,0.0,5199168.0,5199168.0,0.0,0.0,274.0,372306982047.0,66825.0,56577411656.0,330314597.0,245471500.0,0.0,0.0
2022-03-11,"MRBTS-5090,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15482.0,dynamic,100.0,65001.0,408.0,0.0,5056882.0,5056882.0,0.0,0.0,816.0,317619792230.0,65001.0,49044059603.0,280604268.0,203218665.0,0.0,0.0
2022-03-11,"MRBTS-5102,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15483.0,dynamic,100.0,67033.0,0.0,0.0,5215624.0,5215624.0,0.0,0.0,0.0,109438534.0,67033.0,6778073.0,1501914.0,7573.0,0.0,0.0
2022-03-11,"MRBTS-5079,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15484.0,dynamic,100.0,66781.0,0.0,0.0,5195694.0,5195694.0,0.0,0.0,0.0,109076590.0,66781.0,12634996.0,1497640.0,10761.0,0.0,0.0
2022-03-11,"MRBTS-5084,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15485.0,dynamic,100.0,65689.0,153.0,0.0,5110772.0,5110772.0,0.0,0.0,306.0,246857687422.0,65689.0,30850985617.0,208079987.0,133347156.0,0.0,0.0
2022-03-11,"MRBTS-5102,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15486.0,dynamic,100.0,67056.0,0.0,0.0,5216774.0,5216774.0,0.0,0.0,0.0,53572473639.0,67056.0,10958682501.0,48001420.0,26474206.0,0.0,0.0
2022-03-11,"MRBTS-5082,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15487.0,dynamic,100.0,66761.0,4.0,0.0,5194370.0,5194370.0,0.0,0.0,8.0,17748017997.0,66761.0,2352453826.0,15761944.0,9043063.0,0.0,0.0
2022-03-11,"MRBTS-5080,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15488.0,dynamic,100.0,66807.0,36.0,0.0,5197590.0,5197590.0,0.0,0.0,72.0,181545543729.0,66807.0,23516504245.0,155801943.0,95087487.0,0.0,0.0
2022-03-11,"MRBTS-5079,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15489.0,dynamic,100.0,66783.0,6.0,0.0,5195808.0,5195808.0,0.0,0.0,12.0,215092813157.0,66783.0,27803284473.0,183967705.0,126185643.0,0.0,0.0
2022-03-11,"MRBTS-5086,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15490.0,dynamic,100.0,66822.0,0.0,0.0,5199066.0,5199066.0,0.0,0.0,0.0,843745218.0,66822.0,371791032.0,9212487.0,5116861.0,0.0,0.0
2022-03-11,"MRBTS-5078,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15491.0,dynamic,100.0,66832.0,0.0,0.0,5199820.0,5199820.0,0.0,0.0,0.0,109179024.0,66832.0,12993862.0,1498904.0,11575.0,0.0,0.0
2022-03-11,"MRBTS-5086,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15492.0,dynamic,100.0,66816.0,0.0,0.0,5198586.0,5198586.0,0.0,0.0,0.0,109178454.0,66816.0,12920638.0,1498691.0,11344.0,0.0,0.0
2022-03-11,"MRBTS-5085,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15493.0,dynamic,100.0,66798.0,0.0,0.0,5197008.0,5197008.0,0.0,0.0,0.0,108588092.0,66798.0,6616738.0,1490316.0,7242.0,0.0,0.0
2022-03-11,"MRBTS-5044,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15494.0,dynamic,100.0,65800.0,9.0,0.0,5119054.0,5119054.0,0.0,0.0,9.0,107572344.0,65800.0,13797467.0,1475750.0,15156.0,0.0,0.0
2022-03-11,"MRBTS-5081,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15495.0,dynamic,100.0,66823.0,0.0,0.0,5199422.0,5199422.0,0.0,0.0,0.0,109187054.0,66823.0,13325627.0,1498860.0,11541.0,0.0,0.0
2022-03-11,"MRBTS-5083,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15496.0,dynamic,100.0,65729.0,0.0,0.0,5114386.0,5114386.0,0.0,0.0,0.0,297893538.0,65729.0,134198800.0,3318377.0,1912940.0,0.0,0.0
2022-03-11,"MRBTS-5082,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15497.0,dynamic,100.0,66767.0,0.0,0.0,5194896.0,5194896.0,0.0,0.0,0.0,108956220.0,66767.0,6514322.0,1495401.0,6488.0,0.0,0.0
2022-03-11,"MRBTS-5200,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15498.0,dynamic,90.0,59722.0,0.0,0.0,4646568.0,4646568.0,0.0,0.0,0.0,1131878904.0,59722.0,777737072.0,12690029.0,8346803.0,0.0,0.0
2022-03-11,"MRBTS-5080,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15499.0,dynamic,100.0,66787.0,0.0,0.0,5196404.0,5196404.0,0.0,0.0,0.0,108637390.0,66787.0,7077594.0,1490693.0,7696.0,0.0,0.0
2022-03-11,"MRBTS-5091,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15500.0,dynamic,100.0,66800.0,0.0,0.0,5197536.0,5197536.0,0.0,0.0,0.0,109002902.0,66800.0,6672057.0,1496012.0,6620.0,0.0,0.0
2022-03-11,"MRBTS-5023,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15501.0,dynamic,100.0,66813.0,0.0,0.0,5198668.0,5198668.0,0.0,0.0,0.0,1348530056.0,66813.0,898974248.0,14407697.0,9612152.0,0.0,0.0
2022-03-11,"MRBTS-5050,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15502.0,dynamic,100.0,65134.0,26.0,0.0,5067384.0,5067384.0,0.0,0.0,52.0,145693909725.0,65134.0,20774088555.0,123834154.0,81750053.0,0.0,0.0
2022-03-11,"MRBTS-5050,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15503.0,dynamic,100.0,65098.0,10.0,0.0,5064550.0,5064550.0,0.0,0.0,10.0,106339210.0,65098.0,12903124.0,1459255.0,12867.0,0.0,0.0
2022-03-11,"MRBTS-5044,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15504.0,dynamic,100.0,65869.0,0.0,0.0,5124942.0,5124942.0,0.0,0.0,0.0,888408878.0,65869.0,768492824.0,9514128.0,7423386.0,0.0,0.0
2022-03-11,"MRBTS-5081,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15505.0,dynamic,100.0,66821.0,6896.0,0.0,5198848.0,5198848.0,0.0,0.0,13792.0,383487594450.0,66821.0,55540084356.0,350434635.0,256031530.0,0.0,0.0
2022-03-11,"MRBTS-5062,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15506.0,dynamic,100.0,65817.0,0.0,0.0,5121104.0,5121104.0,0.0,0.0,0.0,160974650637.0,65817.0,20099538954.0,134682716.0,83329776.0,0.0,0.0
2022-03-11,"MRBTS-5050,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15507.0,dynamic,100.0,65069.0,0.0,0.0,5061954.0,5061954.0,0.0,0.0,0.0,375847074.0,65069.0,215867528.0,4271381.0,2740104.0,0.0,0.0
2022-03-11,"MRBTS-5089,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15508.0,dynamic,100.0,66809.0,1.0,0.0,5198394.0,5198394.0,0.0,0.0,2.0,80863908165.0,66809.0,11786617795.0,73452851.0,49664589.0,0.0,0.0
2022-03-11,"MRBTS-5078,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15509.0,dynamic,100.0,66766.0,65.0,0.0,5194632.0,5194632.0,0.0,0.0,130.0,331394722935.0,66766.0,46701360312.0,294800970.0,211466842.0,0.0,0.0
2022-03-11,"MRBTS-5090,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15510.0,dynamic,100.0,65003.0,30.0,0.0,5057916.0,5057916.0,0.0,0.0,30.0,106680014.0,65003.0,14574199.0,1461616.0,18646.0,0.0,0.0
2022-03-11,"MRBTS-5085,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15511.0,dynamic,100.0,66793.0,0.0,0.0,5196470.0,5196470.0,0.0,0.0,0.0,706169454.0,66793.0,223089852.0,7755791.0,4091906.0,0.0,0.0
2022-03-11,"MRBTS-5045,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15512.0,dynamic,100.0,66786.0,0.0,0.0,5196232.0,5196232.0,0.0,0.0,0.0,637670588.0,66786.0,501757600.0,7102083.0,4956362.0,0.0,0.0
2022-03-12,"MRBTS-5062,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15456.0,dynamic,100.0,66310.0,0.0,0.0,5159486.0,5159486.0,0.0,0.0,0.0,409588686.0,66310.0,261462740.0,4603489.0,2863751.0,0.0,0.0
2022-03-12,"MRBTS-5045,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15457.0,dynamic,100.0,66535.0,130.0,0.0,5176658.0,5176658.0,0.0,0.0,260.0,311598256245.0,66535.0,52321981023.0,271193628.0,184721028.0,0.0,0.0
2022-03-12,"MRBTS-5023,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15481.0,dynamic,100.0,66989.0,48561.0,0.0,5211736.0,5211736.0,0.0,0.0,97122.0,348923851173.0,66989.0,53921216806.0,307476510.0,227494519.0,0.0,0.0
2022-03-12,"MRBTS-5090,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15482.0,dynamic,100.0,65579.0,68.0,0.0,5102248.0,5102248.0,0.0,0.0,136.0,289720754788.0,65579.0,39891638688.0,254162353.0,177072170.0,0.0,0.0
2022-03-12,"MRBTS-5102,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15483.0,dynamic,100.0,66770.0,0.0,0.0,5195090.0,5195090.0,0.0,0.0,0.0,108984946.0,66770.0,6634309.0,1495859.0,6504.0,0.0,0.0
2022-03-12,"MRBTS-5079,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15484.0,dynamic,100.0,66756.0,0.0,0.0,5193694.0,5193694.0,0.0,0.0,0.0,109121766.0,66756.0,12715624.0,1498166.0,11253.0,0.0,0.0
2022-03-12,"MRBTS-5084,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15485.0,dynamic,95.83333333333333,64016.0,20312.0,0.0,4980750.0,4980750.0,0.0,0.0,40624.0,263283251668.0,64016.0,32924759491.0,221458716.0,140490399.0,0.0,0.0
2022-03-12,"MRBTS-5023,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15458.0,dynamic,100.0,67041.0,6.0,0.0,5215804.0,5215804.0,0.0,0.0,6.0,109059988.0,67041.0,13964462.0,1495871.0,14793.0,0.0,0.0
2022-03-12,"MRBTS-5085,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15459.0,dynamic,100.0,66750.0,0.0,0.0,5193168.0,5193168.0,0.0,0.0,0.0,31956723598.0,66750.0,4609661595.0,27211348.0,16838401.0,0.0,0.0
2022-03-12,"MRBTS-5091,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15460.0,dynamic,100.0,66803.0,1.0,0.0,5197178.0,5197178.0,0.0,0.0,2.0,69460792964.0,66803.0,10545732753.0,59555674.0,40713849.0,0.0,0.0
2022-03-12,"MRBTS-5102,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15461.0,dynamic,100.0,66783.0,0.0,0.0,5195762.0,5195762.0,0.0,0.0,0.0,749186334.0,66783.0,257894552.0,8181973.0,4282336.0,0.0,0.0
2022-03-12,"MRBTS-5200,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15462.0,dynamic,93.05555555555556,61948.0,5849.0,0.0,4819634.0,4819634.0,0.0,0.0,11698.0,421290255742.0,61948.0,67057837774.0,380790087.0,275416492.0,0.0,0.0
2022-03-12,"MRBTS-5091,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15463.0,dynamic,100.0,66747.0,0.0,0.0,5192974.0,5192974.0,0.0,0.0,0.0,796923898.0,66747.0,304512224.0,8878306.0,4750359.0,0.0,0.0
2022-03-12,"MRBTS-5081,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15464.0,dynamic,100.0,66776.0,0.0,0.0,5195478.0,5195478.0,0.0,0.0,0.0,1321774162.0,66776.0,861818088.0,14303367.0,9260002.0,0.0,0.0
2022-03-12,"MRBTS-5078,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15465.0,dynamic,100.0,66745.0,0.0,0.0,5193182.0,5193182.0,0.0,0.0,0.0,1225546486.0,66745.0,752757172.0,12970414.0,8125838.0,0.0,0.0
2022-03-12,"MRBTS-5084,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15466.0,dynamic,95.83333333333333,64031.0,0.0,0.0,4981858.0,4981858.0,0.0,0.0,0.0,522612026.0,64031.0,382458616.0,5801389.0,3870257.0,0.0,0.0
2022-03-12,"MRBTS-5084,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15467.0,dynamic,95.83333333333333,64028.0,6.0,0.0,4981342.0,4981342.0,0.0,0.0,6.0,102793353.0,64028.0,12378001.0,1410217.0,13781.0,0.0,0.0
2022-03-12,"MRBTS-5080,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15468.0,dynamic,100.0,66793.0,0.0,0.0,5196746.0,5196746.0,0.0,0.0,0.0,418479814.0,66793.0,322608596.0,4651348.0,3165784.0,0.0,0.0
2022-03-12,"MRBTS-5083,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15469.0,dynamic,100.0,66081.0,4.0,0.0,5141350.0,5141350.0,0.0,0.0,4.0,106173774.0,66081.0,7276246.0,1456084.0,9844.0,0.0,0.0
2022-03-12,"MRBTS-5090,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15470.0,dynamic,100.0,65596.0,0.0,0.0,5103838.0,5103838.0,0.0,0.0,0.0,734478062.0,65596.0,608400624.0,7693203.0,5710893.0,0.0,0.0
