NE Name,fdn,BT,BTSID,CN,IDTYPE,MOIndex,SN,SRN,className,name,neID
FTBSC02,"NE=280,BTSBRD=125_0_6_0",GTMU,125,0,BYID,26_125_0_0_6,6,0,BSC6900GSMBTSBRD,"BTS Index=125, Cabinet No.=0, Slot No.=6, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=125_0_16_0",FAN,125,0,BYID,26_125_0_0_16,16,0,BSC6900GSMBTSBRD,"BTS Index=125, Cabinet No.=0, Slot No.=16, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=125_0_19_0",UPEU,125,0,BYID,26_125_0_0_19,19,0,BSC6900GSMBTSBRD,"BTS Index=125, Cabinet No.=0, Slot No.=19, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=125_0_18_0",UPEU,125,0,BYID,26_125_0_0_18,18,0,BSC6900GSMBTSBRD,"BTS Index=125, Cabinet No.=0, Slot No.=18, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=103_0_6_0",GTMU,103,0,BYID,26_103_0_0_6,6,0,BSC6900GSMBTSBRD,"BTS Index=103, Cabinet No.=0, Slot No.=6, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=103_0_16_0",FAN,103,0,BYID,26_103_0_0_16,16,0,BSC6900GSMBTSBRD,"BTS Index=103, Cabinet No.=0, Slot No.=16, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=103_0_19_0",UPEU,103,0,BYID,26_103_0_0_19,19,0,BSC6900GSMBTSBRD,"BTS Index=103, Cabinet No.=0, Slot No.=19, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=103_0_18_0",UEIU,103,0,BYID,26_103_0_0_18,18,0,BSC6900GSMBTSBRD,"BTS Index=103, Cabinet No.=0, Slot No.=18, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=124_0_0_11",FMU,124,0,BYID,26_124_0_11_0,0,11,BSC6900GSMBTSBRD,"BTS Index=124, Cabinet No.=0, Slot No.=0, Subrack No.=11",26
FTBSC02,"NE=280,BTSBRD=100_0_0_11",FMU,100,0,BYID,26_100_0_11_0,0,11,BSC6900GSMBTSBRD,"BTS Index=100, Cabinet No.=0, Slot No.=0, Subrack No.=11",26
FTBSC02,"NE=280,BTSBRD=101_0_0_11",FMU,101,0,BYID,26_101_0_11_0,0,11,BSC6900GSMBTSBRD,"BTS Index=101, Cabinet No.=0, Slot No.=0, Subrack No.=11",26
FTBSC02,"NE=280,BTSBRD=125_0_0_11",FMU,125,0,BYID,26_125_0_11_0,0,11,BSC6900GSMBTSBRD,"BTS Index=125, Cabinet No.=0, Slot No.=0, Subrack No.=11",26
FTBSC02,"NE=280,BTSBRD=125_1_0_11",FMU,125,1,BYID,26_125_1_11_0,0,11,BSC6900GSMBTSBRD,"BTS Index=125, Cabinet No.=1, Slot No.=0, Subrack No.=11",26
FTBSC02,"NE=280,BTSBRD=139_0_0_11",FMU,139,0,BYID,26_139_0_11_0,0,11,BSC6900GSMBTSBRD,"BTS Index=139, Cabinet No.=0, Slot No.=0, Subrack No.=11",26
FTBSC02,"NE=280,BTSBRD=103_0_0_11",FMU,103,0,BYID,26_103_0_11_0,0,11,BSC6900GSMBTSBRD,"BTS Index=103, Cabinet No.=0, Slot No.=0, Subrack No.=11",26
FTBSC02,"NE=280,BTSBRD=104_0_0_11",FMU,104,0,BYID,26_104_0_11_0,0,11,BSC6900GSMBTSBRD,"BTS Index=104, Cabinet No.=0, Slot No.=0, Subrack No.=11",26
FTBSC02,"NE=280,BTSBRD=107_0_0_11",FMU,107,0,BYID,26_107_0_11_0,0,11,BSC6900GSMBTSBRD,"BTS Index=107, Cabinet No.=0, Slot No.=0, Subrack No.=11",26
FTBSC02,"NE=280,BTSBRD=108_0_0_11",FMU,108,0,BYID,26_108_0_11_0,0,11,BSC6900GSMBTSBRD,"BTS Index=108, Cabinet No.=0, Slot No.=0, Subrack No.=11",26
FTBSC02,"NE=280,BTSBRD=129_0_0_11",FMU,129,0,BYID,26_129_0_11_0,0,11,BSC6900GSMBTSBRD,"BTS Index=129, Cabinet No.=0, Slot No.=0, Subrack No.=11",26
FTBSC02,"NE=280,BTSBRD=109_0_0_11",FMU,109,0,BYID,26_109_0_11_0,0,11,BSC6900GSMBTSBRD,"BTS Index=109, Cabinet No.=0, Slot No.=0, Subrack No.=11",26
FTBSC02,"NE=280,BTSBRD=110_0_0_11",FMU,110,0,BYID,26_110_0_11_0,0,11,BSC6900GSMBTSBRD,"BTS Index=110, Cabinet No.=0, Slot No.=0, Subrack No.=11",26
FTBSC02,"NE=280,BTSBRD=111_0_0_11",FMU,111,0,BYID,26_111_0_11_0,0,11,BSC6900GSMBTSBRD,"BTS Index=111, Cabinet No.=0, Slot No.=0, Subrack No.=11",26
FTBSC02,"NE=280,BTSBRD=51_0_6_0",GTMU,51,0,BYID,26_51_0_0_6,6,0,BSC6900GSMBTSBRD,"BTS Index=51, Cabinet No.=0, Slot No.=6, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=51_0_16_0",FAN,51,0,BYID,26_51_0_0_16,16,0,BSC6900GSMBTSBRD,"BTS Index=51, Cabinet No.=0, Slot No.=16, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=51_0_19_0",UPEU,51,0,BYID,26_51_0_0_19,19,0,BSC6900GSMBTSBRD,"BTS Index=51, Cabinet No.=0, Slot No.=19, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=80_0_6_0",GTMU,80,0,BYID,26_80_0_0_6,6,0,BSC6900GSMBTSBRD,"BTS Index=80, Cabinet No.=0, Slot No.=6, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=80_0_16_0",FAN,80,0,BYID,26_80_0_0_16,16,0,BSC6900GSMBTSBRD,"BTS Index=80, Cabinet No.=0, Slot No.=16, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=80_0_19_0",UPEU,80,0,BYID,26_80_0_0_19,19,0,BSC6900GSMBTSBRD,"BTS Index=80, Cabinet No.=0, Slot No.=19, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=72_0_6_0",GTMU,72,0,BYID,26_72_0_0_6,6,0,BSC6900GSMBTSBRD,"BTS Index=72, Cabinet No.=0, Slot No.=6, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=72_0_16_0",FAN,72,0,BYID,26_72_0_0_16,16,0,BSC6900GSMBTSBRD,"BTS Index=72, Cabinet No.=0, Slot No.=16, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=72_0_19_0",UPEU,72,0,BYID,26_72_0_0_19,19,0,BSC6900GSMBTSBRD,"BTS Index=72, Cabinet No.=0, Slot No.=19, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=55_0_6_0",GTMU,55,0,BYID,26_55_0_0_6,6,0,BSC6900GSMBTSBRD,"BTS Index=55, Cabinet No.=0, Slot No.=6, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=55_0_16_0",FAN,55,0,BYID,26_55_0_0_16,16,0,BSC6900GSMBTSBRD,"BTS Index=55, Cabinet No.=0, Slot No.=16, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=55_0_19_0",UPEU,55,0,BYID,26_55_0_0_19,19,0,BSC6900GSMBTSBRD,"BTS Index=55, Cabinet No.=0, Slot No.=19, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=49_0_18_0",UEIU,49,0,BYID,26_49_0_0_18,18,0,BSC6900GSMBTSBRD,"BTS Index=49, Cabinet No.=0, Slot No.=18, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=53_0_18_0",UEIU,53,0,BYID,26_53_0_0_18,18,0,BSC6900GSMBTSBRD,"BTS Index=53, Cabinet No.=0, Slot No.=18, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=56_0_6_0",GTMU,56,0,BYID,26_56_0_0_6,6,0,BSC6900GSMBTSBRD,"BTS Index=56, Cabinet No.=0, Slot No.=6, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=56_0_16_0",FAN,56,0,BYID,26_56_0_0_16,16,0,BSC6900GSMBTSBRD,"BTS Index=56, Cabinet No.=0, Slot No.=16, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=56_0_19_0",UPEU,56,0,BYID,26_56_0_0_19,19,0,BSC6900GSMBTSBRD,"BTS Index=56, Cabinet No.=0, Slot No.=19, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=66_0_6_0",GTMU,66,0,BYID,26_66_0_0_6,6,0,BSC6900GSMBTSBRD,"BTS Index=66, Cabinet No.=0, Slot No.=6, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=66_0_16_0",FAN,66,0,BYID,26_66_0_0_16,16,0,BSC6900GSMBTSBRD,"BTS Index=66, Cabinet No.=0, Slot No.=16, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=66_0_19_0",UPEU,66,0,BYID,26_66_0_0_19,19,0,BSC6900GSMBTSBRD,"BTS Index=66, Cabinet No.=0, Slot No.=19, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=64_0_6_0",GTMU,64,0,BYID,26_64_0_0_6,6,0,BSC6900GSMBTSBRD,"BTS Index=64, Cabinet No.=0, Slot No.=6, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=64_0_16_0",FAN,64,0,BYID,26_64_0_0_16,16,0,BSC6900GSMBTSBRD,"BTS Index=64, Cabinet No.=0, Slot No.=16, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=64_0_19_0",UPEU,64,0,BYID,26_64_0_0_19,19,0,BSC6900GSMBTSBRD,"BTS Index=64, Cabinet No.=0, Slot No.=19, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=60_0_6_0",GTMU,60,0,BYID,26_60_0_0_6,6,0,BSC6900GSMBTSBRD,"BTS Index=60, Cabinet No.=0, Slot No.=6, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=60_0_16_0",FAN,60,0,BYID,26_60_0_0_16,16,0,BSC6900GSMBTSBRD,"BTS Index=60, Cabinet No.=0, Slot No.=16, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=60_0_19_0",UPEU,60,0,BYID,26_60_0_0_19,19,0,BSC6900GSMBTSBRD,"BTS Index=60, Cabinet No.=0, Slot No.=19, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=77_0_18_0",UPEU,77,0,BYID,26_77_0_0_18,18,0,BSC6900GSMBTSBRD,"BTS Index=77, Cabinet No.=0, Slot No.=18, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=71_0_18_0",UEIU,71,0,BYID,26_71_0_0_18,18,0,BSC6900GSMBTSBRD,"BTS Index=71, Cabinet No.=0, Slot No.=18, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=80_0_18_0",UEIU,80,0,BYID,26_80_0_0_18,18,0,BSC6900GSMBTSBRD,"BTS Index=80, Cabinet No.=0, Slot No.=18, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=115_0_6_0",GTMU,115,0,BYID,26_115_0_0_6,6,0,BSC6900GSMBTSBRD,"BTS Index=115, Cabinet No.=0, Slot No.=6, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=115_0_16_0",FAN,115,0,BYID,26_115_0_0_16,16,0,BSC6900GSMBTSBRD,"BTS Index=115, Cabinet No.=0, Slot No.=16, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=115_0_19_0",UPEU,115,0,BYID,26_115_0_0_19,19,0,BSC6900GSMBTSBRD,"BTS Index=115, Cabinet No.=0, Slot No.=19, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=120_0_6_0",GTMU,120,0,BYID,26_120_0_0_6,6,0,BSC6900GSMBTSBRD,"BTS Index=120, Cabinet No.=0, Slot No.=6, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=120_0_16_0",FAN,120,0,BYID,26_120_0_0_16,16,0,BSC6900GSMBTSBRD,"BTS Index=120, Cabinet No.=0, Slot No.=16, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=120_0_19_0",UPEU,120,0,BYID,26_120_0_0_19,19,0,BSC6900GSMBTSBRD,"BTS Index=120, Cabinet No.=0, Slot No.=19, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=121_0_6_0",GTMU,121,0,BYID,26_121_0_0_6,6,0,BSC6900GSMBTSBRD,"BTS Index=121, Cabinet No.=0, Slot No.=6, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=121_0_16_0",FAN,121,0,BYID,26_121_0_0_16,16,0,BSC6900GSMBTSBRD,"BTS Index=121, Cabinet No.=0, Slot No.=16, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=121_0_19_0",UPEU,121,0,BYID,26_121_0_0_19,19,0,BSC6900GSMBTSBRD,"BTS Index=121, Cabinet No.=0, Slot No.=19, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=122_0_6_0",GTMU,122,0,BYID,26_122_0_0_6,6,0,BSC6900GSMBTSBRD,"BTS Index=122, Cabinet No.=0, Slot No.=6, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=122_0_16_0",FAN,122,0,BYID,26_122_0_0_16,16,0,BSC6900GSMBTSBRD,"BTS Index=122, Cabinet No.=0, Slot No.=16, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=122_0_19_0",UPEU,122,0,BYID,26_122_0_0_19,19,0,BSC6900GSMBTSBRD,"BTS Index=122, Cabinet No.=0, Slot No.=19, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=122_0_2_0",UBRI,122,0,BYID,26_122_0_0_2,2,0,BSC6900GSMBTSBRD,"BTS Index=122, Cabinet No.=0, Slot No.=2, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=122_0_18_0",UPEU,122,0,BYID,26_122_0_0_18,18,0,BSC6900GSMBTSBRD,"BTS Index=122, Cabinet No.=0, Slot No.=18, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=135_0_18_0",UEIU,135,0,BYID,26_135_0_0_18,18,0,BSC6900GSMBTSBRD,"BTS Index=135, Cabinet No.=0, Slot No.=18, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=115_0_18_0",UEIU,115,0,BYID,26_115_0_0_18,18,0,BSC6900GSMBTSBRD,"BTS Index=115, Cabinet No.=0, Slot No.=18, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=114_0_18_0",UEIU,114,0,BYID,26_114_0_0_18,18,0,BSC6900GSMBTSBRD,"BTS Index=114, Cabinet No.=0, Slot No.=18, Subrack No.=0",26
