sk_object,full_date,begintime,67189840
7580345.0,2022-02-20,2022-02-20 14:00:00,1325593423.0
7580345.0,2022-03-01,2022-03-01 19:00:00,1275489197.0
7580345.0,2022-03-02,2022-03-02 20:00:00,834671466.0
7580345.0,2022-03-03,2022-03-03 18:00:00,1356025013.0
7580345.0,2022-03-06,2022-03-06 17:00:00,1552875442.0
7580345.0,2022-03-07,2022-03-07 21:00:00,790376032.0
7580345.0,2022-03-09,2022-03-09 23:00:00,948823101.0
7580345.0,2022-03-10,2022-03-10 23:00:00,827280294.0
7580345.0,2022-03-11,2022-03-11 15:00:00,652969557.0
7580345.0,2022-03-12,2022-03-12 21:00:00,839061011.0
7580345.0,2022-03-13,2022-03-13 19:00:00,844126471.0
7580345.0,2022-03-14,2022-03-14 16:00:00,1151405997.0
7580345.0,2022-03-15,2022-03-15 19:00:00,1038277399.0
7580346.0,2022-02-02,2022-02-02 21:00:00,1551759013.0
7580346.0,2022-02-03,2022-02-03 18:00:00,1691168279.0
7580346.0,2022-02-04,2022-02-04 15:00:00,1213924888.0
7580346.0,2022-02-05,2022-02-05 14:00:00,1534452110.0
7580346.0,2022-02-06,2022-02-06 19:00:00,1643009750.0
7580346.0,2022-02-08,2022-02-08 15:00:00,1663559765.0
7580346.0,2022-02-10,2022-02-10 22:00:00,1635911462.0
7580346.0,2022-02-11,2022-02-11 21:00:00,1423698924.0
7580346.0,2022-02-12,2022-02-12 11:00:00,1913720272.0
7580346.0,2022-02-13,2022-02-13 23:00:00,1550984805.0
7580346.0,2022-02-17,2022-02-17 13:00:00,1602960288.0
7580346.0,2022-02-18,2022-02-18 21:00:00,1520273330.0
7580346.0,2022-02-19,2022-02-19 23:00:00,1984147535.0
7580346.0,2022-02-20,2022-02-20 20:00:00,1551611394.0
7580346.0,2022-03-01,2022-03-01 14:00:00,1499607724.0
7580346.0,2022-03-02,2022-03-02 22:00:00,1386516755.0
7580346.0,2022-03-03,2022-03-03 16:00:00,1218363348.0
7580346.0,2022-03-06,2022-03-06 19:00:00,1529368255.0
7580346.0,2022-03-07,2022-03-07 21:00:00,1255559721.0
7580346.0,2022-03-09,2022-03-09 23:00:00,1178814974.0
7580346.0,2022-03-10,2022-03-10 20:00:00,1597764776.0
7580346.0,2022-03-11,2022-03-11 22:00:00,1338438596.0
7580346.0,2022-03-12,2022-03-12 22:00:00,1423712151.0
7580346.0,2022-03-13,2022-03-13 21:00:00,1374691330.0
7580346.0,2022-03-14,2022-03-14 22:00:00,1320424084.0
7580346.0,2022-03-15,2022-03-15 15:00:00,1128723412.0
7580347.0,2022-02-02,2022-02-02 15:00:00,968732907.0
7580347.0,2022-02-03,2022-02-03 10:00:00,1328769649.0
7580347.0,2022-02-04,2022-02-04 21:00:00,814488996.0
7580347.0,2022-02-05,2022-02-05 10:00:00,1385062810.0
7580347.0,2022-02-06,2022-02-06 22:00:00,1471362370.0
7580347.0,2022-02-08,2022-02-08 21:00:00,1091053946.0
7580347.0,2022-02-10,2022-02-10 21:00:00,1057328484.0
7580347.0,2022-02-11,2022-02-11 23:00:00,1331846314.0
7580347.0,2022-02-12,2022-02-12 22:00:00,1347521137.0
7580347.0,2022-02-13,2022-02-13 22:00:00,939353011.0
7580347.0,2022-02-17,2022-02-17 17:00:00,1161919042.0
7580347.0,2022-02-18,2022-02-18 22:00:00,951157383.0
7580347.0,2022-02-19,2022-02-19 21:00:00,911706981.0
7580347.0,2022-02-20,2022-02-20 21:00:00,998001028.0
7580347.0,2022-03-01,2022-03-01 21:00:00,973912504.0
7580347.0,2022-03-02,2022-03-02 22:00:00,1047370334.0
7580347.0,2022-03-03,2022-03-03 21:00:00,1193603195.0
7580347.0,2022-03-06,2022-03-06 21:00:00,1099494478.0
7580347.0,2022-03-07,2022-03-07 21:00:00,1219523385.0
7580347.0,2022-03-09,2022-03-09 23:00:00,512660679.0
7580347.0,2022-03-10,2022-03-10 21:00:00,953019247.0
7580347.0,2022-03-11,2022-03-11 21:00:00,901642995.0
7580347.0,2022-03-12,2022-03-12 22:00:00,901625563.0
7580347.0,2022-03-13,2022-03-13 20:00:00,893349081.0
7580347.0,2022-03-14,2022-03-14 20:00:00,861178716.0
7580347.0,2022-03-15,2022-03-15 17:00:00,975613933.0
7580348.0,2022-02-02,2022-02-02 14:00:00,995648023.0
7580348.0,2022-02-03,2022-02-03 08:00:00,760365729.0
7580348.0,2022-02-04,2022-02-04 20:00:00,708179060.0
7580348.0,2022-02-05,2022-02-05 10:00:00,760253098.0
7580348.0,2022-02-06,2022-02-06 23:00:00,988100645.0
7580348.0,2022-02-08,2022-02-08 23:00:00,970048011.0
7580348.0,2022-02-10,2022-02-10 21:00:00,824725352.0
7580348.0,2022-02-11,2022-02-11 22:00:00,957467417.0
7580348.0,2022-02-12,2022-02-12 00:00:00,990939665.0
7580348.0,2022-02-13,2022-02-13 20:00:00,730947457.0
7580348.0,2022-02-17,2022-02-17 21:00:00,823652956.0
7580348.0,2022-02-18,2022-02-18 11:00:00,738661863.0
7580348.0,2022-02-19,2022-02-19 14:00:00,964455601.0
7580348.0,2022-02-20,2022-02-20 19:00:00,1033516265.0
7580348.0,2022-03-01,2022-03-01 14:00:00,896570758.0
7580348.0,2022-03-02,2022-03-02 20:00:00,919776474.0
7580348.0,2022-03-03,2022-03-03 21:00:00,879905598.0
7580348.0,2022-03-06,2022-03-06 08:00:00,1209936231.0
7580348.0,2022-03-07,2022-03-07 20:00:00,828576745.0
7580348.0,2022-03-09,2022-03-09 23:00:00,764237753.0
7580348.0,2022-03-10,2022-03-10 23:00:00,1131634337.0
7580348.0,2022-03-11,2022-03-11 11:00:00,1026449737.0
7580348.0,2022-03-12,2022-03-12 13:00:00,1203924199.0
7580348.0,2022-03-13,2022-03-13 15:00:00,908972000.0
7580348.0,2022-03-14,2022-03-14 23:00:00,839438011.0
7580348.0,2022-03-15,2022-03-15 23:00:00,932790091.0
7580349.0,2022-02-02,2022-02-02 16:00:00,1932391357.0
7580349.0,2022-02-03,2022-02-03 18:00:00,1539995521.0
7580349.0,2022-02-04,2022-02-04 19:00:00,1567939576.0
7580349.0,2022-02-05,2022-02-05 16:00:00,1297849603.0
7580349.0,2022-02-06,2022-02-06 10:00:00,1821843039.0
7580349.0,2022-02-08,2022-02-08 22:00:00,1489106842.0
7580349.0,2022-02-10,2022-02-10 16:00:00,1656715261.0
7580349.0,2022-02-11,2022-02-11 20:00:00,1687828455.0
7580349.0,2022-02-12,2022-02-12 22:00:00,1637756493.0
7580349.0,2022-02-13,2022-02-13 21:00:00,1272904777.0
7580349.0,2022-02-17,2022-02-17 12:00:00,1383890480.0
7580349.0,2022-02-18,2022-02-18 22:00:00,1504993488.0
7580349.0,2022-02-19,2022-02-19 17:00:00,1535873532.0
7580349.0,2022-02-20,2022-02-20 22:00:00,1414749047.0
7580349.0,2022-03-01,2022-03-01 18:00:00,1645664376.0
7580349.0,2022-03-02,2022-03-02 17:00:00,1516712967.0
7580349.0,2022-03-03,2022-03-03 17:00:00,1608503975.0
7580349.0,2022-03-06,2022-03-06 13:00:00,2127962921.0
7580349.0,2022-03-07,2022-03-07 17:00:00,1772765718.0
7580349.0,2022-03-09,2022-03-09 23:00:00,1306241113.0
7580349.0,2022-03-10,2022-03-10 18:00:00,1268792984.0
7580349.0,2022-03-11,2022-03-11 21:00:00,1506213795.0
7580349.0,2022-03-12,2022-03-12 12:00:00,1332217480.0
7580349.0,2022-03-13,2022-03-13 22:00:00,1542382742.0
7580349.0,2022-03-14,2022-03-14 13:00:00,1565257405.0
7580349.0,2022-03-15,2022-03-15 17:00:00,1562625283.0
7580350.0,2022-02-02,2022-02-02 10:00:00,1450017993.0
7580350.0,2022-02-03,2022-02-03 23:00:00,1087025032.0
7580350.0,2022-02-04,2022-02-04 23:00:00,748325085.0
7580350.0,2022-02-05,2022-02-05 21:00:00,1136288563.0
7580350.0,2022-02-06,2022-02-06 23:00:00,1625743564.0
7580350.0,2022-02-08,2022-02-08 16:00:00,1050789442.0
7580350.0,2022-02-10,2022-02-10 15:00:00,961924091.0
7580350.0,2022-02-11,2022-02-11 12:00:00,1151767973.0
7580350.0,2022-02-12,2022-02-12 12:00:00,932195682.0
7580350.0,2022-02-13,2022-02-13 20:00:00,1562591186.0
7580350.0,2022-02-17,2022-02-17 06:00:00,1056175013.0
7580350.0,2022-02-18,2022-02-18 21:00:00,823594686.0
7580350.0,2022-02-19,2022-02-19 23:00:00,1145666375.0
7580350.0,2022-02-20,2022-02-20 01:00:00,989033104.0
7580350.0,2022-03-01,2022-03-01 11:00:00,989159924.0
7580350.0,2022-03-02,2022-03-02 22:00:00,966882654.0
7580350.0,2022-03-03,2022-03-03 21:00:00,919438629.0
7580350.0,2022-03-06,2022-03-06 21:00:00,835410078.0
7580350.0,2022-03-07,2022-03-07 19:00:00,952176357.0
7580350.0,2022-03-09,2022-03-09 23:00:00,460303276.0
7580350.0,2022-03-10,2022-03-10 21:00:00,1177260798.0
7580350.0,2022-03-11,2022-03-11 21:00:00,945344419.0
7580350.0,2022-03-12,2022-03-12 14:00:00,969029902.0
7580350.0,2022-03-13,2022-03-13 19:00:00,930704436.0
7580350.0,2022-03-14,2022-03-14 20:00:00,1225114837.0
7580350.0,2022-03-15,2022-03-15 17:00:00,1054916057.0
7580351.0,2022-02-02,2022-02-02 23:00:00,166518697.0
7580351.0,2022-02-03,2022-02-03 11:00:00,209194722.0
7580351.0,2022-02-04,2022-02-04 18:00:00,105444266.0
7580351.0,2022-02-05,2022-02-05 15:00:00,165134512.0
7580351.0,2022-02-06,2022-02-06 07:00:00,226840711.0
7580351.0,2022-02-08,2022-02-08 05:00:00,252735500.0
7580351.0,2022-02-10,2022-02-10 22:00:00,145452793.0
7580351.0,2022-02-11,2022-02-11 03:00:00,228351919.0
7580351.0,2022-02-12,2022-02-12 21:00:00,105732838.0
7580351.0,2022-02-13,2022-02-13 00:00:00,172018140.0
7580351.0,2022-02-17,2022-02-17 13:00:00,348455244.0
7580351.0,2022-02-18,2022-02-18 06:00:00,202055906.0
7580351.0,2022-02-19,2022-02-19 16:00:00,100610595.0
7580351.0,2022-02-20,2022-02-20 21:00:00,175845828.0
7580351.0,2022-03-01,2022-03-01 16:00:00,144504144.0
7580351.0,2022-03-02,2022-03-02 13:00:00,266723414.0
7580351.0,2022-03-03,2022-03-03 23:00:00,138976906.0
7580351.0,2022-03-06,2022-03-06 14:00:00,166204068.0
7580351.0,2022-03-07,2022-03-07 01:00:00,181340620.0
7580351.0,2022-03-09,2022-03-09 23:00:00,60016008.0
7580351.0,2022-03-10,2022-03-10 15:00:00,160156463.0
7580351.0,2022-03-11,2022-03-11 16:00:00,150585806.0
7580351.0,2022-03-12,2022-03-12 13:00:00,181442950.0
7580351.0,2022-03-13,2022-03-13 12:00:00,208360135.0
7580351.0,2022-03-14,2022-03-14 22:00:00,121155523.0
7580351.0,2022-03-15,2022-03-15 10:00:00,142196479.0
7580352.0,2022-02-02,2022-02-02 22:00:00,427103752.0
7580352.0,2022-02-03,2022-02-03 21:00:00,475158473.0
7580352.0,2022-02-04,2022-02-04 23:00:00,621408376.0
7580352.0,2022-02-05,2022-02-05 12:00:00,602022195.0
7580352.0,2022-02-06,2022-02-06 11:00:00,619031927.0
7580352.0,2022-02-08,2022-02-08 20:00:00,694468270.0
7580352.0,2022-02-10,2022-02-10 13:00:00,541947454.0
7580352.0,2022-02-11,2022-02-11 22:00:00,501864636.0
7580352.0,2022-02-12,2022-02-12 19:00:00,789483825.0
7580352.0,2022-02-13,2022-02-13 18:00:00,738070919.0
7580352.0,2022-02-17,2022-02-17 22:00:00,541726529.0
7580352.0,2022-02-18,2022-02-18 17:00:00,421001695.0
7580352.0,2022-02-19,2022-02-19 23:00:00,679598083.0
7580352.0,2022-02-20,2022-02-20 01:00:00,811323561.0
7580352.0,2022-03-01,2022-03-01 19:00:00,667824767.0
7580352.0,2022-03-02,2022-03-02 22:00:00,635040681.0
7580352.0,2022-03-03,2022-03-03 07:00:00,1343825181.0
7580352.0,2022-03-06,2022-03-06 23:00:00,687469540.0
7580352.0,2022-03-07,2022-03-07 00:00:00,703591544.0
7580352.0,2022-03-09,2022-03-09 23:00:00,428675988.0
7580352.0,2022-03-10,2022-03-10 14:00:00,700136690.0
7580352.0,2022-03-11,2022-03-11 19:00:00,450351834.0
7580352.0,2022-03-12,2022-03-12 16:00:00,571103077.0
7580352.0,2022-03-13,2022-03-13 17:00:00,766634066.0
7580352.0,2022-03-14,2022-03-14 00:00:00,580416716.0
7580352.0,2022-03-15,2022-03-15 16:00:00,527475688.0
7580353.0,2022-02-02,2022-02-02 14:00:00,2199532010.0
7580353.0,2022-02-03,2022-02-03 10:00:00,1917231567.0
7580353.0,2022-02-04,2022-02-04 15:00:00,1867034137.0
7580353.0,2022-02-05,2022-02-05 12:00:00,1537624161.0
7580353.0,2022-02-06,2022-02-06 15:00:00,1915706798.0
7580353.0,2022-02-08,2022-02-08 23:00:00,1831074317.0
7580353.0,2022-02-10,2022-02-10 10:00:00,1800943244.0
7580353.0,2022-02-11,2022-02-11 17:00:00,1981935246.0
7580353.0,2022-02-12,2022-02-12 23:00:00,1642331183.0
7580353.0,2022-02-13,2022-02-13 23:00:00,1795972129.0
7580353.0,2022-02-17,2022-02-17 23:00:00,2235237997.0
7580353.0,2022-02-18,2022-02-18 21:00:00,2038074099.0
7580353.0,2022-02-19,2022-02-19 01:00:00,2327709645.0
7580353.0,2022-02-20,2022-02-20 22:00:00,1882729239.0
7580353.0,2022-03-01,2022-03-01 07:00:00,1507513293.0
7580353.0,2022-03-02,2022-03-02 22:00:00,1741545879.0
7580353.0,2022-03-03,2022-03-03 00:00:00,1928705025.0
7580353.0,2022-03-06,2022-03-06 10:00:00,1854084061.0
7580353.0,2022-03-07,2022-03-07 00:00:00,1674056687.0
7580353.0,2022-03-09,2022-03-09 23:00:00,1557390123.0
7580353.0,2022-03-10,2022-03-10 21:00:00,1549969066.0
7580353.0,2022-03-11,2022-03-11 19:00:00,1459865074.0
7580353.0,2022-03-12,2022-03-12 17:00:00,1682530137.0
7580353.0,2022-03-13,2022-03-13 20:00:00,1883326232.0
7580353.0,2022-03-14,2022-03-14 22:00:00,2433834922.0
7580353.0,2022-03-15,2022-03-15 23:00:00,1625381619.0
7580354.0,2022-02-02,2022-02-02 20:00:00,1574000073.0
7580354.0,2022-02-03,2022-02-03 19:00:00,1586727491.0
7580354.0,2022-02-04,2022-02-04 22:00:00,1118432708.0
7580354.0,2022-02-05,2022-02-05 20:00:00,992092229.0
7580354.0,2022-02-06,2022-02-06 21:00:00,1230478662.0
7580354.0,2022-02-08,2022-02-08 09:00:00,1307334779.0
7580354.0,2022-02-10,2022-02-10 18:00:00,1007925925.0
7580354.0,2022-02-11,2022-02-11 11:00:00,2004102121.0
7580354.0,2022-02-12,2022-02-12 22:00:00,1287275164.0
7580354.0,2022-02-13,2022-02-13 20:00:00,1605600951.0
7580354.0,2022-02-17,2022-02-17 16:00:00,973582284.0
7580354.0,2022-02-18,2022-02-18 20:00:00,1077590552.0
7580354.0,2022-02-19,2022-02-19 11:00:00,1415770407.0
7580354.0,2022-02-20,2022-02-20 17:00:00,1285379246.0
7580354.0,2022-03-01,2022-03-01 15:00:00,1212182407.0
7580354.0,2022-03-02,2022-03-02 15:00:00,1097134454.0
7580354.0,2022-03-03,2022-03-03 20:00:00,1180175060.0
7580354.0,2022-03-06,2022-03-06 19:00:00,1126226388.0
7580354.0,2022-03-07,2022-03-07 15:00:00,1107145855.0
7580354.0,2022-03-09,2022-03-09 23:00:00,521524024.0
7580354.0,2022-03-10,2022-03-10 15:00:00,998463887.0
7580354.0,2022-03-11,2022-03-11 21:00:00,1100597932.0
7580354.0,2022-03-12,2022-03-12 08:00:00,1705893407.0
7580354.0,2022-03-13,2022-03-13 19:00:00,971698048.0
7580354.0,2022-03-14,2022-03-14 21:00:00,812618389.0
7580354.0,2022-03-15,2022-03-15 20:00:00,977193658.0
7580355.0,2022-02-02,2022-02-02 20:00:00,490669764.0
7580355.0,2022-02-03,2022-02-03 20:00:00,596296756.0
7580355.0,2022-02-04,2022-02-04 02:00:00,603520094.0
7580355.0,2022-02-05,2022-02-05 21:00:00,495348067.0
7580355.0,2022-02-06,2022-02-06 20:00:00,423633789.0
7580355.0,2022-02-08,2022-02-08 21:00:00,463875959.0
7580355.0,2022-02-10,2022-02-10 21:00:00,466964153.0
7580355.0,2022-02-11,2022-02-11 10:00:00,648431620.0
7580355.0,2022-02-12,2022-02-12 20:00:00,527492068.0
7580355.0,2022-02-13,2022-02-13 10:00:00,986312979.0
7580355.0,2022-02-17,2022-02-17 09:00:00,499965765.0
7580355.0,2022-02-18,2022-02-18 17:00:00,617216605.0
7580355.0,2022-02-19,2022-02-19 21:00:00,366658397.0
7580355.0,2022-02-20,2022-02-20 15:00:00,484180495.0
7580355.0,2022-03-01,2022-03-01 20:00:00,895767620.0
7580355.0,2022-03-02,2022-03-02 15:00:00,758063512.0
7580355.0,2022-03-03,2022-03-03 22:00:00,880672409.0
7580355.0,2022-03-06,2022-03-06 18:00:00,800797699.0
7580355.0,2022-03-07,2022-03-07 20:00:00,845783733.0
7580355.0,2022-03-09,2022-03-09 23:00:00,458183427.0
7580355.0,2022-03-10,2022-03-10 21:00:00,683010496.0
7580355.0,2022-03-11,2022-03-11 10:00:00,812346134.0
7580355.0,2022-03-12,2022-03-12 20:00:00,662791462.0
7580355.0,2022-03-13,2022-03-13 19:00:00,833438827.0
7580355.0,2022-03-14,2022-03-14 18:00:00,913450540.0
7580355.0,2022-03-15,2022-03-15 12:00:00,938553829.0
7580356.0,2022-02-02,2022-02-02 17:00:00,1594646572.0
7580356.0,2022-02-03,2022-02-03 15:00:00,539784015.0
7580356.0,2022-02-04,2022-02-04 10:00:00,493444322.0
7580356.0,2022-02-05,2022-02-05 09:00:00,909773473.0
7580356.0,2022-02-06,2022-02-06 19:00:00,473319183.0
7580356.0,2022-02-08,2022-02-08 11:00:00,390851367.0
7580356.0,2022-02-10,2022-02-10 10:00:00,481474740.0
7580356.0,2022-02-11,2022-02-11 11:00:00,522585643.0
7580356.0,2022-02-12,2022-02-12 16:00:00,937588002.0
7580356.0,2022-02-13,2022-02-13 08:00:00,357315134.0
7580356.0,2022-02-17,2022-02-17 17:00:00,566520977.0
7580356.0,2022-02-18,2022-02-18 19:00:00,606551174.0
7580356.0,2022-02-19,2022-02-19 15:00:00,477465836.0
7580356.0,2022-02-20,2022-02-20 12:00:00,508257512.0
7580356.0,2022-03-01,2022-03-01 18:00:00,486961712.0
7580356.0,2022-03-02,2022-03-02 13:00:00,430859618.0
7580356.0,2022-03-03,2022-03-03 08:00:00,989056361.0
7580356.0,2022-03-06,2022-03-06 17:00:00,471317837.0
7580356.0,2022-03-07,2022-03-07 11:00:00,427552345.0
7580356.0,2022-03-09,2022-03-09 23:00:00,76410589.0
7580356.0,2022-03-10,2022-03-10 20:00:00,535144710.0
7580356.0,2022-03-11,2022-03-11 10:00:00,512957670.0
7580356.0,2022-03-12,2022-03-12 11:00:00,449094867.0
7580356.0,2022-03-13,2022-03-13 20:00:00,782195796.0
7580356.0,2022-03-14,2022-03-14 10:00:00,491460394.0
7580356.0,2022-03-15,2022-03-15 13:00:00,556950423.0
7580357.0,2022-02-02,2022-02-02 15:00:00,1364186335.0
7580357.0,2022-02-03,2022-02-03 13:00:00,1458261651.0
7580357.0,2022-02-04,2022-02-04 18:00:00,1908805658.0
7580357.0,2022-02-05,2022-02-05 13:00:00,1413046392.0
7580357.0,2022-02-06,2022-02-06 11:00:00,1270720737.0
7580357.0,2022-02-08,2022-02-08 19:00:00,1452284355.0
7580357.0,2022-02-10,2022-02-10 11:00:00,1187053666.0
7580357.0,2022-02-11,2022-02-11 09:00:00,1567862539.0
7580357.0,2022-02-12,2022-02-12 18:00:00,1423582854.0
7580357.0,2022-02-13,2022-02-13 12:00:00,699813317.0
7580357.0,2022-02-17,2022-02-17 18:00:00,1470567013.0
7580357.0,2022-02-18,2022-02-18 19:00:00,1306551691.0
7580357.0,2022-02-19,2022-02-19 16:00:00,1664410389.0
7580357.0,2022-02-20,2022-02-20 15:00:00,915052597.0
7580357.0,2022-03-01,2022-03-01 15:00:00,1335884249.0
7580357.0,2022-03-02,2022-03-02 20:00:00,1484584220.0
7580357.0,2022-03-03,2022-03-03 16:00:00,1429186507.0
7580357.0,2022-03-06,2022-03-06 15:00:00,1222812938.0
7580357.0,2022-03-07,2022-03-07 18:00:00,1356222126.0
7580357.0,2022-03-09,2022-03-09 23:00:00,640103204.0
7580357.0,2022-03-10,2022-03-10 18:00:00,1640179500.0
7580357.0,2022-03-11,2022-03-11 16:00:00,1395089094.0
7580357.0,2022-03-12,2022-03-12 18:00:00,1326777731.0
7580357.0,2022-03-13,2022-03-13 18:00:00,639366115.0
7580357.0,2022-03-14,2022-03-14 21:00:00,2976281026.0
7580357.0,2022-03-15,2022-03-15 12:00:00,1119185355.0
7580358.0,2022-02-02,2022-02-02 21:00:00,544064582.0
7580358.0,2022-02-03,2022-02-03 22:00:00,862760329.0
7580358.0,2022-02-04,2022-02-04 23:00:00,815940384.0
7580358.0,2022-02-05,2022-02-05 22:00:00,974230850.0
7580358.0,2022-02-06,2022-02-06 14:00:00,671221143.0
7580358.0,2022-02-08,2022-02-08 22:00:00,604738878.0
7580358.0,2022-02-10,2022-02-10 22:00:00,591373934.0
7580358.0,2022-02-11,2022-02-11 11:00:00,754118168.0
7580358.0,2022-02-12,2022-02-12 01:00:00,743624155.0
7580358.0,2022-02-13,2022-02-13 22:00:00,706697467.0
7580358.0,2022-02-17,2022-02-17 23:00:00,937649135.0
7580358.0,2022-02-18,2022-02-18 10:00:00,591944532.0
7580358.0,2022-02-19,2022-02-19 14:00:00,467377850.0
7580358.0,2022-02-20,2022-02-20 21:00:00,486422168.0
7580358.0,2022-03-01,2022-03-01 21:00:00,618401169.0
7580358.0,2022-03-02,2022-03-02 22:00:00,642731055.0
7580358.0,2022-03-03,2022-03-03 19:00:00,782638751.0
7580358.0,2022-03-06,2022-03-06 17:00:00,710606078.0
7580358.0,2022-03-07,2022-03-07 22:00:00,645020531.0
7580358.0,2022-03-09,2022-03-09 23:00:00,419180470.0
7580358.0,2022-03-10,2022-03-10 21:00:00,1090303381.0
7580358.0,2022-03-11,2022-03-11 21:00:00,613890606.0
7580358.0,2022-03-12,2022-03-12 20:00:00,704783843.0
7580358.0,2022-03-13,2022-03-13 08:00:00,835407351.0
7580358.0,2022-03-14,2022-03-14 22:00:00,890563121.0
7580358.0,2022-03-15,2022-03-15 19:00:00,612488325.0
7580359.0,2022-02-02,2022-02-02 21:00:00,729741774.0
7580359.0,2022-02-03,2022-02-03 21:00:00,1129035153.0
7580359.0,2022-02-04,2022-02-04 22:00:00,943489739.0
7580359.0,2022-02-05,2022-02-05 10:00:00,802347386.0
7580359.0,2022-02-06,2022-02-06 20:00:00,647178666.0
7580359.0,2022-02-08,2022-02-08 21:00:00,1228830719.0
7580359.0,2022-02-10,2022-02-10 20:00:00,893504598.0
7580359.0,2022-02-11,2022-02-11 22:00:00,808864585.0
7580359.0,2022-02-12,2022-02-12 15:00:00,913852170.0
7580359.0,2022-02-13,2022-02-13 17:00:00,1030929452.0
7580359.0,2022-02-17,2022-02-17 10:00:00,736417648.0
7580359.0,2022-02-18,2022-02-18 22:00:00,835257565.0
7580359.0,2022-02-19,2022-02-19 21:00:00,841760094.0
7580359.0,2022-02-20,2022-02-20 15:00:00,804082638.0
7580359.0,2022-03-01,2022-03-01 21:00:00,931322155.0
7580359.0,2022-03-02,2022-03-02 22:00:00,876929799.0
7580359.0,2022-03-03,2022-03-03 21:00:00,1036385667.0
7580359.0,2022-03-06,2022-03-06 19:00:00,1151339454.0
7580359.0,2022-03-07,2022-03-07 22:00:00,839947410.0
7580359.0,2022-03-09,2022-03-09 23:00:00,773816822.0
7580359.0,2022-03-10,2022-03-10 00:00:00,1002004661.0
7580359.0,2022-03-11,2022-03-11 22:00:00,1016413580.0
7580359.0,2022-03-12,2022-03-12 21:00:00,938134588.0
7580359.0,2022-03-13,2022-03-13 21:00:00,1000413778.0
7580359.0,2022-03-14,2022-03-14 21:00:00,907086028.0
7580359.0,2022-03-15,2022-03-15 22:00:00,950310967.0
7580360.0,2022-02-02,2022-02-02 22:00:00,192211797.0
7580360.0,2022-02-03,2022-02-03 21:00:00,321324232.0
7580360.0,2022-02-04,2022-02-04 21:00:00,301983554.0
7580360.0,2022-02-05,2022-02-05 22:00:00,317701194.0
7580360.0,2022-02-06,2022-02-06 21:00:00,155481954.0
7580360.0,2022-02-08,2022-02-08 16:00:00,415131476.0
7580360.0,2022-02-10,2022-02-10 18:00:00,242037937.0
7580360.0,2022-02-11,2022-02-11 20:00:00,209902189.0
7580360.0,2022-02-12,2022-02-12 14:00:00,273804138.0
7580360.0,2022-02-13,2022-02-13 20:00:00,317672863.0
7580360.0,2022-02-17,2022-02-17 22:00:00,173216155.0
7580360.0,2022-02-18,2022-02-18 22:00:00,237105033.0
7580360.0,2022-02-19,2022-02-19 17:00:00,125650145.0
7580360.0,2022-02-20,2022-02-20 21:00:00,162998514.0
